	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
QPCT	0.340836180428765	0.0132869703635189	0.033	0.015	1
SOWAHC	0.340836180428765	0.0132869703635189	0.033	0.015	1
ZNF608	0.340836180428765	0.0132869703635189	0.033	0.015	1
ZFP62	0.340836180428765	0.0132869703635189	0.033	0.015	1
CCHCR1	0.340836180428765	0.0132869703635189	0.033	0.015	1
ADCK2	0.340836180428765	0.0132869703635189	0.033	0.015	1
ZNF81	0.340836180428765	0.0132869703635189	0.033	0.015	1
INTS9	0.340836180428765	0.0132869703635189	0.033	0.015	1
VAV2	0.340836180428765	0.0132869703635189	0.033	0.015	1
SLC7A8	0.340836180428765	0.0132869703635189	0.033	0.015	1
ALKBH1	0.340836180428765	0.0132869703635189	0.033	0.015	1
RPAP1	0.340836180428765	0.0132869703635189	0.033	0.015	1
THAP10	0.340836180428765	0.0132869703635189	0.033	0.015	1
ARNT2	0.340836180428765	0.0132869703635189	0.033	0.015	1
ZNF646	0.340836180428765	0.0132869703635189	0.033	0.015	1
RAB12	0.340836180428765	0.0132869703635189	0.033	0.015	1
MICB	0.639890159972064	0.0132856747803927	0.013	0.008	1
PECAM1	0.761830490162414	0.013269314609466	0.02	0.015	1
AHCTF1	0.651382250049297	0.0132335570848279	0.132	0.114	1
HPRT1	0.646495271168102	0.0132004223423375	0.159	0.136	1
ENO1-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
AL035413.1	0.186974288235551	0.0131846029763318	0.013	0	1
PDIK1L	0.186974288235551	0.0131846029763318	0.013	0	1
TRNP1	0.186974288235551	0.0131846029763318	0.013	0	1
THEMIS2	0.186974288235551	0.0131846029763318	0.013	0	1
FABP3	0.186974288235551	0.0131846029763318	0.013	0	1
ZSCAN20	0.186974288235551	0.0131846029763318	0.013	0	1
SH3D21	0.186974288235551	0.0131846029763318	0.013	0	1
ZMYND12	0.186974288235551	0.0131846029763318	0.013	0	1
AL139289.2	0.186974288235551	0.0131846029763318	0.013	0	1
TCEANC2	0.186974288235551	0.0131846029763318	0.013	0	1
SAMD13	0.186974288235551	0.0131846029763318	0.013	0	1
AMY2B	0.186974288235551	0.0131846029763318	0.013	0	1
AL359258.2	0.186974288235551	0.0131846029763318	0.013	0	1
AL359915.2	0.186974288235551	0.0131846029763318	0.013	0	1
GJA5	0.186974288235551	0.0131846029763318	0.013	0	1
BGLAP	0.186974288235551	0.0131846029763318	0.013	0	1
B3GALT2	0.186974288235551	0.0131846029763318	0.013	0	1
CNTN2	0.186974288235551	0.0131846029763318	0.013	0	1
MARC1	0.186974288235551	0.0131846029763318	0.013	0	1
CNIH3	0.186974288235551	0.0131846029763318	0.013	0	1
EDARADD	0.186974288235551	0.0131846029763318	0.013	0	1
AL356512.1	0.186974288235551	0.0131846029763318	0.013	0	1
RN7SL832P	0.186974288235551	0.0131846029763318	0.013	0	1
LINC00954	0.186974288235551	0.0131846029763318	0.013	0	1
AC074117.1	0.186974288235551	0.0131846029763318	0.013	0	1
SPDYA	0.186974288235551	0.0131846029763318	0.013	0	1
CYP1B1-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
BCL11A	0.186974288235551	0.0131846029763318	0.013	0	1
AC012368.1	0.186974288235551	0.0131846029763318	0.013	0	1
AC005034.3	0.186974288235551	0.0131846029763318	0.013	0	1
AC062029.1	0.186974288235551	0.0131846029763318	0.013	0	1
LINC00342	0.186974288235551	0.0131846029763318	0.013	0	1
CNNM4	0.186974288235551	0.0131846029763318	0.013	0	1
LONRF2	0.186974288235551	0.0131846029763318	0.013	0	1
AC009404.1	0.186974288235551	0.0131846029763318	0.013	0	1
PROC	0.186974288235551	0.0131846029763318	0.013	0	1
DLX2	0.186974288235551	0.0131846029763318	0.013	0	1
TMEM198	0.186974288235551	0.0131846029763318	0.013	0	1
AC062017.1	0.186974288235551	0.0131846029763318	0.013	0	1
CAPN10-DT	0.186974288235551	0.0131846029763318	0.013	0	1
TIMP4	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF619	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF589	0.186974288235551	0.0131846029763318	0.013	0	1
CYB561D2.1	0.186974288235551	0.0131846029763318	0.013	0	1
DNAH1	0.186974288235551	0.0131846029763318	0.013	0	1
IL17RB	0.186974288235551	0.0131846029763318	0.013	0	1
ARF4-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
ADPRH	0.186974288235551	0.0131846029763318	0.013	0	1
PLA1A	0.186974288235551	0.0131846029763318	0.013	0	1
WDR5B	0.186974288235551	0.0131846029763318	0.013	0	1
LINC02035	0.186974288235551	0.0131846029763318	0.013	0	1
AC108673.3	0.186974288235551	0.0131846029763318	0.013	0	1
PDE6B	0.186974288235551	0.0131846029763318	0.013	0	1
AC147067.1	0.186974288235551	0.0131846029763318	0.013	0	1
NAT8L	0.186974288235551	0.0131846029763318	0.013	0	1
LINC02482	0.186974288235551	0.0131846029763318	0.013	0	1
NIPAL1	0.186974288235551	0.0131846029763318	0.013	0	1
ARL9	0.186974288235551	0.0131846029763318	0.013	0	1
SLC9B1	0.186974288235551	0.0131846029763318	0.013	0	1
SEC24B-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
NUDT6	0.186974288235551	0.0131846029763318	0.013	0	1
NOCT	0.186974288235551	0.0131846029763318	0.013	0	1
FHDC1	0.186974288235551	0.0131846029763318	0.013	0	1
TLL1	0.186974288235551	0.0131846029763318	0.013	0	1
FAM149A	0.186974288235551	0.0131846029763318	0.013	0	1
PRLR	0.186974288235551	0.0131846029763318	0.013	0	1
LIFR-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
SHLD3	0.186974288235551	0.0131846029763318	0.013	0	1
ZBED3-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
CKMT2	0.186974288235551	0.0131846029763318	0.013	0	1
C5orf63	0.186974288235551	0.0131846029763318	0.013	0	1
SLC22A5	0.186974288235551	0.0131846029763318	0.013	0	1
KLHL3	0.186974288235551	0.0131846029763318	0.013	0	1
AC106791.1	0.186974288235551	0.0131846029763318	0.013	0	1
PCDHB4	0.186974288235551	0.0131846029763318	0.013	0	1
CSF1R	0.186974288235551	0.0131846029763318	0.013	0	1
HRH2	0.186974288235551	0.0131846029763318	0.013	0	1
PRR7	0.186974288235551	0.0131846029763318	0.013	0	1
LINC01011	0.186974288235551	0.0131846029763318	0.013	0	1
PPP1R3G	0.186974288235551	0.0131846029763318	0.013	0	1
ZSCAN12	0.186974288235551	0.0131846029763318	0.013	0	1
HCG25	0.186974288235551	0.0131846029763318	0.013	0	1
ENPP5	0.186974288235551	0.0131846029763318	0.013	0	1
ARFGEF3	0.186974288235551	0.0131846029763318	0.013	0	1
CAHM	0.186974288235551	0.0131846029763318	0.013	0	1
AFDN-DT	0.186974288235551	0.0131846029763318	0.013	0	1
THSD7A	0.186974288235551	0.0131846029763318	0.013	0	1
MINDY4	0.186974288235551	0.0131846029763318	0.013	0	1
ADCY1	0.186974288235551	0.0131846029763318	0.013	0	1
STX1A	0.186974288235551	0.0131846029763318	0.013	0	1
KIAA1324L	0.186974288235551	0.0131846029763318	0.013	0	1
CTTNBP2	0.186974288235551	0.0131846029763318	0.013	0	1
KRBA1	0.186974288235551	0.0131846029763318	0.013	0	1
ZBED6CL	0.186974288235551	0.0131846029763318	0.013	0	1
ASB9	0.186974288235551	0.0131846029763318	0.013	0	1
CLCN5	0.186974288235551	0.0131846029763318	0.013	0	1
ZMAT1	0.186974288235551	0.0131846029763318	0.013	0	1
RNF128	0.186974288235551	0.0131846029763318	0.013	0	1
GRIA3	0.186974288235551	0.0131846029763318	0.013	0	1
RAP2C-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF185	0.186974288235551	0.0131846029763318	0.013	0	1
C8orf49	0.186974288235551	0.0131846029763318	0.013	0	1
AC069185.1	0.186974288235551	0.0131846029763318	0.013	0	1
NAT1	0.186974288235551	0.0131846029763318	0.013	0	1
AC064807.1	0.186974288235551	0.0131846029763318	0.013	0	1
POP1	0.186974288235551	0.0131846029763318	0.013	0	1
SLC45A4	0.186974288235551	0.0131846029763318	0.013	0	1
TSNARE1	0.186974288235551	0.0131846029763318	0.013	0	1
OPLAH	0.186974288235551	0.0131846029763318	0.013	0	1
BNC2-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
B4GALT1-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
AL590399.1	0.186974288235551	0.0131846029763318	0.013	0	1
CBWD3	0.186974288235551	0.0131846029763318	0.013	0	1
GKAP1	0.186974288235551	0.0131846029763318	0.013	0	1
LINC00092	0.186974288235551	0.0131846029763318	0.013	0	1
CCDC180	0.186974288235551	0.0131846029763318	0.013	0	1
GALNT12	0.186974288235551	0.0131846029763318	0.013	0	1
NOXA1	0.186974288235551	0.0131846029763318	0.013	0	1
PNPLA7	0.186974288235551	0.0131846029763318	0.013	0	1
PANO1	0.186974288235551	0.0131846029763318	0.013	0	1
GAS2	0.186974288235551	0.0131846029763318	0.013	0	1
BDNF-AS	0.186974288235551	0.0131846029763318	0.013	0	1
LMO2	0.186974288235551	0.0131846029763318	0.013	0	1
AC044839.1	0.186974288235551	0.0131846029763318	0.013	0	1
VWCE	0.186974288235551	0.0131846029763318	0.013	0	1
AP003108.2	0.186974288235551	0.0131846029763318	0.013	0	1
ROM1	0.186974288235551	0.0131846029763318	0.013	0	1
ZBTB3	0.186974288235551	0.0131846029763318	0.013	0	1
SPINDOC	0.186974288235551	0.0131846029763318	0.013	0	1
RBM14-RBM4	0.186974288235551	0.0131846029763318	0.013	0	1
AP001157.1	0.186974288235551	0.0131846029763318	0.013	0	1
LIPT2	0.186974288235551	0.0131846029763318	0.013	0	1
NEU3	0.186974288235551	0.0131846029763318	0.013	0	1
GVQW3	0.186974288235551	0.0131846029763318	0.013	0	1
BACE1-AS	0.186974288235551	0.0131846029763318	0.013	0	1
SCN3B	0.186974288235551	0.0131846029763318	0.013	0	1
ROBO4	0.186974288235551	0.0131846029763318	0.013	0	1
ADAMTS15	0.186974288235551	0.0131846029763318	0.013	0	1
GLB1L2	0.186974288235551	0.0131846029763318	0.013	0	1
WDFY4	0.186974288235551	0.0131846029763318	0.013	0	1
CDH23	0.186974288235551	0.0131846029763318	0.013	0	1
AL731569.1	0.186974288235551	0.0131846029763318	0.013	0	1
FANK1	0.186974288235551	0.0131846029763318	0.013	0	1
EBF3	0.186974288235551	0.0131846029763318	0.013	0	1
AC074032.1	0.186974288235551	0.0131846029763318	0.013	0	1
SPRYD4	0.186974288235551	0.0131846029763318	0.013	0	1
AC048341.2	0.186974288235551	0.0131846029763318	0.013	0	1
CMKLR1	0.186974288235551	0.0131846029763318	0.013	0	1
IQCD	0.186974288235551	0.0131846029763318	0.013	0	1
P2RX7	0.186974288235551	0.0131846029763318	0.013	0	1
WDR66	0.186974288235551	0.0131846029763318	0.013	0	1
RFLNA	0.186974288235551	0.0131846029763318	0.013	0	1
CYSLTR2	0.186974288235551	0.0131846029763318	0.013	0	1
GRTP1	0.186974288235551	0.0131846029763318	0.013	0	1
TMEM255B	0.186974288235551	0.0131846029763318	0.013	0	1
CBLN3	0.186974288235551	0.0131846029763318	0.013	0	1
L2HGDH	0.186974288235551	0.0131846029763318	0.013	0	1
DPF3	0.186974288235551	0.0131846029763318	0.013	0	1
ADCK1	0.186974288235551	0.0131846029763318	0.013	0	1
SERPINA5	0.186974288235551	0.0131846029763318	0.013	0	1
AC124312.1	0.186974288235551	0.0131846029763318	0.013	0	1
AC100830.1	0.186974288235551	0.0131846029763318	0.013	0	1
AC103691.1	0.186974288235551	0.0131846029763318	0.013	0	1
SEMA7A	0.186974288235551	0.0131846029763318	0.013	0	1
MESP1	0.186974288235551	0.0131846029763318	0.013	0	1
FAM174B	0.186974288235551	0.0131846029763318	0.013	0	1
RGS11	0.186974288235551	0.0131846029763318	0.013	0	1
CHTF18	0.186974288235551	0.0131846029763318	0.013	0	1
EME2	0.186974288235551	0.0131846029763318	0.013	0	1
BRICD5	0.186974288235551	0.0131846029763318	0.013	0	1
ABAT	0.186974288235551	0.0131846029763318	0.013	0	1
TVP23A	0.186974288235551	0.0131846029763318	0.013	0	1
AC008915.2	0.186974288235551	0.0131846029763318	0.013	0	1
AC008741.2	0.186974288235551	0.0131846029763318	0.013	0	1
IL21R	0.186974288235551	0.0131846029763318	0.013	0	1
PDP2	0.186974288235551	0.0131846029763318	0.013	0	1
CES4A	0.186974288235551	0.0131846029763318	0.013	0	1
HSF4	0.186974288235551	0.0131846029763318	0.013	0	1
SMPD3	0.186974288235551	0.0131846029763318	0.013	0	1
COG8	0.186974288235551	0.0131846029763318	0.013	0	1
LDHD	0.186974288235551	0.0131846029763318	0.013	0	1
DPEP1	0.186974288235551	0.0131846029763318	0.013	0	1
TLCD2	0.186974288235551	0.0131846029763318	0.013	0	1
SHPK	0.186974288235551	0.0131846029763318	0.013	0	1
P2RX1	0.186974288235551	0.0131846029763318	0.013	0	1
VMO1	0.186974288235551	0.0131846029763318	0.013	0	1
CHRNE	0.186974288235551	0.0131846029763318	0.013	0	1
C17orf107	0.186974288235551	0.0131846029763318	0.013	0	1
TNK1	0.186974288235551	0.0131846029763318	0.013	0	1
SPAG5	0.186974288235551	0.0131846029763318	0.013	0	1
CCL14	0.186974288235551	0.0131846029763318	0.013	0	1
EPOP	0.186974288235551	0.0131846029763318	0.013	0	1
AC006449.2	0.186974288235551	0.0131846029763318	0.013	0	1
AC073508.3	0.186974288235551	0.0131846029763318	0.013	0	1
AC025682.1	0.186974288235551	0.0131846029763318	0.013	0	1
AC080038.1	0.186974288235551	0.0131846029763318	0.013	0	1
SLC16A5	0.186974288235551	0.0131846029763318	0.013	0	1
MOCOS	0.186974288235551	0.0131846029763318	0.013	0	1
CELF4	0.186974288235551	0.0131846029763318	0.013	0	1
ZBTB7C	0.186974288235551	0.0131846029763318	0.013	0	1
ZCCHC2	0.186974288235551	0.0131846029763318	0.013	0	1
UBOX5	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF133	0.186974288235551	0.0131846029763318	0.013	0	1
GINS1	0.186974288235551	0.0131846029763318	0.013	0	1
AL390198.1	0.186974288235551	0.0131846029763318	0.013	0	1
KCNK15	0.186974288235551	0.0131846029763318	0.013	0	1
TNNC2	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF334	0.186974288235551	0.0131846029763318	0.013	0	1
TAF4	0.186974288235551	0.0131846029763318	0.013	0	1
REEP6	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF426-DT	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF653	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF788P	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF625	0.186974288235551	0.0131846029763318	0.013	0	1
AC020911.2	0.186974288235551	0.0131846029763318	0.013	0	1
PIK3R2	0.186974288235551	0.0131846029763318	0.013	0	1
KLHL26	0.186974288235551	0.0131846029763318	0.013	0	1
YJEFN3	0.186974288235551	0.0131846029763318	0.013	0	1
AC093227.1	0.186974288235551	0.0131846029763318	0.013	0	1
CNFN	0.186974288235551	0.0131846029763318	0.013	0	1
LYPD3	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF404	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF225	0.186974288235551	0.0131846029763318	0.013	0	1
C19orf81	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF175	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF701	0.186974288235551	0.0131846029763318	0.013	0	1
TMEM86B	0.186974288235551	0.0131846029763318	0.013	0	1
KMT5C	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF628	0.186974288235551	0.0131846029763318	0.013	0	1
AC005498.2	0.186974288235551	0.0131846029763318	0.013	0	1
AC005498.3	0.186974288235551	0.0131846029763318	0.013	0	1
CLDN5	0.186974288235551	0.0131846029763318	0.013	0	1
WBP2NL	0.186974288235551	0.0131846029763318	0.013	0	1
CU638689.4	0.186974288235551	0.0131846029763318	0.013	0	1
TFF3	0.186974288235551	0.0131846029763318	0.013	0	1
LINC01679	0.186974288235551	0.0131846029763318	0.013	0	1
AL109811.3	0.186974288235551	0.0131846029763318	0.013	0	1
AL591845.1	0.186974288235551	0.0131846029763318	0.013	0	1
AL359504.2	0.186974288235551	0.0131846029763318	0.013	0	1
AMIGO1	0.186974288235551	0.0131846029763318	0.013	0	1
CYP26B1	0.186974288235551	0.0131846029763318	0.013	0	1
RGPD2	0.186974288235551	0.0131846029763318	0.013	0	1
TMEM163	0.186974288235551	0.0131846029763318	0.013	0	1
AC016708.1	0.186974288235551	0.0131846029763318	0.013	0	1
AC022007.1	0.186974288235551	0.0131846029763318	0.013	0	1
RASSF1-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
LINC00884	0.186974288235551	0.0131846029763318	0.013	0	1
AC107068.1	0.186974288235551	0.0131846029763318	0.013	0	1
AC034231.1	0.186974288235551	0.0131846029763318	0.013	0	1
AL138885.3	0.186974288235551	0.0131846029763318	0.013	0	1
DCDC2	0.186974288235551	0.0131846029763318	0.013	0	1
ELOVL4	0.186974288235551	0.0131846029763318	0.013	0	1
ELFN1	0.186974288235551	0.0131846029763318	0.013	0	1
CNTNAP2	0.186974288235551	0.0131846029763318	0.013	0	1
ZC3H12B	0.186974288235551	0.0131846029763318	0.013	0	1
AK8	0.186974288235551	0.0131846029763318	0.013	0	1
TMEM86A	0.186974288235551	0.0131846029763318	0.013	0	1
CYP2E1	0.186974288235551	0.0131846029763318	0.013	0	1
SKA3	0.186974288235551	0.0131846029763318	0.013	0	1
AL139099.1	0.186974288235551	0.0131846029763318	0.013	0	1
GPR137C	0.186974288235551	0.0131846029763318	0.013	0	1
HIF1A-AS2	0.186974288235551	0.0131846029763318	0.013	0	1
SERPINA3	0.186974288235551	0.0131846029763318	0.013	0	1
FAM81A	0.186974288235551	0.0131846029763318	0.013	0	1
AC107871.1	0.186974288235551	0.0131846029763318	0.013	0	1
AC048382.6	0.186974288235551	0.0131846029763318	0.013	0	1
AC009065.4	0.186974288235551	0.0131846029763318	0.013	0	1
TEDC2	0.186974288235551	0.0131846029763318	0.013	0	1
CDH3	0.186974288235551	0.0131846029763318	0.013	0	1
FGF11	0.186974288235551	0.0131846029763318	0.013	0	1
DBF4B	0.186974288235551	0.0131846029763318	0.013	0	1
CCM2L	0.186974288235551	0.0131846029763318	0.013	0	1
ZSWIM3	0.186974288235551	0.0131846029763318	0.013	0	1
SLC12A5	0.186974288235551	0.0131846029763318	0.013	0	1
C20orf204	0.186974288235551	0.0131846029763318	0.013	0	1
NANOS3	0.186974288235551	0.0131846029763318	0.013	0	1
GRIN2D	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF587B	0.186974288235551	0.0131846029763318	0.013	0	1
SHANK3	0.186974288235551	0.0131846029763318	0.013	0	1
RXRG	0.186974288235551	0.0131846029763318	0.013	0	1
AC017083.2	0.186974288235551	0.0131846029763318	0.013	0	1
FAM239A	0.186974288235551	0.0131846029763318	0.013	0	1
DBH-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
SNX15	0.186974288235551	0.0131846029763318	0.013	0	1
ATRNL1	0.186974288235551	0.0131846029763318	0.013	0	1
PRMT5-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
CHRFAM7A	0.186974288235551	0.0131846029763318	0.013	0	1
MEGF11	0.186974288235551	0.0131846029763318	0.013	0	1
AC126755.2	0.186974288235551	0.0131846029763318	0.013	0	1
UNC13A	0.186974288235551	0.0131846029763318	0.013	0	1
TTYH1	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF460-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
ZIK1	0.186974288235551	0.0131846029763318	0.013	0	1
AL928921.2	0.186974288235551	0.0131846029763318	0.013	0	1
SNTG2	0.186974288235551	0.0131846029763318	0.013	0	1
HIST1H4D	0.186974288235551	0.0131846029763318	0.013	0	1
AARD	0.186974288235551	0.0131846029763318	0.013	0	1
AL359644.1	0.186974288235551	0.0131846029763318	0.013	0	1
AL133415.1	0.186974288235551	0.0131846029763318	0.013	0	1
AC022400.6	0.186974288235551	0.0131846029763318	0.013	0	1
SYPL2	0.186974288235551	0.0131846029763318	0.013	0	1
RFX8	0.186974288235551	0.0131846029763318	0.013	0	1
HOXD4	0.186974288235551	0.0131846029763318	0.013	0	1
LMCD1-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
WWTR1-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
MFAP3L	0.186974288235551	0.0131846029763318	0.013	0	1
AL354892.2	0.186974288235551	0.0131846029763318	0.013	0	1
GLUD2	0.186974288235551	0.0131846029763318	0.013	0	1
AL442663.3	0.186974288235551	0.0131846029763318	0.013	0	1
AC027237.3	0.186974288235551	0.0131846029763318	0.013	0	1
NPTX1	0.186974288235551	0.0131846029763318	0.013	0	1
AC020928.2	0.186974288235551	0.0131846029763318	0.013	0	1
AURKC	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF132	0.186974288235551	0.0131846029763318	0.013	0	1
HDHD5-AS1	0.186974288235551	0.0131846029763318	0.013	0	1
BRWD1-AS2	0.186974288235551	0.0131846029763318	0.013	0	1
ALLC	0.186974288235551	0.0131846029763318	0.013	0	1
VAX2	0.186974288235551	0.0131846029763318	0.013	0	1
MATR3	0.186974288235551	0.0131846029763318	0.013	0	1
AC106782.1	0.186974288235551	0.0131846029763318	0.013	0	1
AC105285.1	0.186974288235551	0.0131846029763318	0.013	0	1
KDM4D	0.186974288235551	0.0131846029763318	0.013	0	1
AC126773.2	0.186974288235551	0.0131846029763318	0.013	0	1
MSANTD1	0.186974288235551	0.0131846029763318	0.013	0	1
AC002066.1	0.186974288235551	0.0131846029763318	0.013	0	1
AL356056.2	0.186974288235551	0.0131846029763318	0.013	0	1
LINC02454	0.186974288235551	0.0131846029763318	0.013	0	1
AC079834.2	0.186974288235551	0.0131846029763318	0.013	0	1
LINC00989	0.186974288235551	0.0131846029763318	0.013	0	1
LLPH-DT	0.186974288235551	0.0131846029763318	0.013	0	1
AC091806.1	0.186974288235551	0.0131846029763318	0.013	0	1
AC112721.2	0.186974288235551	0.0131846029763318	0.013	0	1
ADAM11	0.186974288235551	0.0131846029763318	0.013	0	1
CLEC4M	0.186974288235551	0.0131846029763318	0.013	0	1
AL121578.3	0.186974288235551	0.0131846029763318	0.013	0	1
FBXO39	0.186974288235551	0.0131846029763318	0.013	0	1
MAGED4B	0.186974288235551	0.0131846029763318	0.013	0	1
ZNF727	0.186974288235551	0.0131846029763318	0.013	0	1
NICN1	0.186974288235551	0.0131846029763318	0.013	0	1
TMEM256-PLSCR3	0.186974288235551	0.0131846029763318	0.013	0	1
AC019163.1	0.186974288235551	0.0131846029763318	0.013	0	1
SLC25A15	0.353465339200849	0.0131846029763318	0.007	0	1
TRAV26-2	0.353465339200849	0.0131846029763318	0.007	0	1
PYGB	0.405027668989736	0.0131772114003514	0.079	0.053	1
DIP2A	0.556146282905549	0.0131772114003514	0.079	0.061	1
RUFY1	0.702250631973081	0.0131370491171007	0.113	0.098	1
PPP4R1	0.702250631973081	0.0131370491171007	0.113	0.098	1
TMEM208	0.601755366881775	0.0131276758928118	0.245	0.212	1
RTN2	0.417934935980298	0.0130768177757354	0.06	0.038	1
CLIP4	0.602058524994384	0.0130768177757354	0.06	0.045	1
GBE1	0.602058524994384	0.0130768177757354	0.06	0.045	1
ETV5	0.602058524994384	0.0130768177757354	0.06	0.045	1
LANCL2	0.602058524994384	0.0130768177757354	0.06	0.045	1
PHF8	0.602058524994384	0.0130768177757354	0.06	0.045	1
FGD4	0.602058524994384	0.0130768177757354	0.06	0.045	1
MAF	0.514231140106508	0.0130744554559951	0.126	0.098	1
RUVBL2	0.64220592480335	0.0130722943052173	0.192	0.167	1
RNMT	0.737142182500227	0.0130338875977599	0.205	0.189	1
CNDP2	0.682276237743427	0.0129759972091131	0.106	0.091	1
METTL13	0.663717540429671	0.0129737474795915	0.04	0.03	1
TLR5	0.663717540429671	0.0129737474795915	0.04	0.03	1
AMMECR1L	0.663717540429671	0.0129737474795915	0.04	0.03	1
RAD18	0.663717540429671	0.0129737474795915	0.04	0.03	1
TRMT10A	0.663717540429671	0.0129737474795915	0.04	0.03	1
FSD1L	0.663717540429671	0.0129737474795915	0.04	0.03	1
SLC22A18	0.663717540429671	0.0129737474795915	0.04	0.03	1
DNAJC5	0.663717540429671	0.0129737474795915	0.04	0.03	1
GRAMD4	0.663717540429671	0.0129737474795915	0.04	0.03	1
GRID1	0.663717540429671	0.0129737474795915	0.04	0.03	1
BCCIP	0.584083066906929	0.0128856939625193	0.172	0.144	1
WIPF2	0.549957031950277	0.0128794475552559	0.106	0.083	1
ARL8A	0.590348105791589	0.0127766905084653	0.086	0.068	1
CASP3	0.590348105791589	0.0127766905084653	0.086	0.068	1
SGMS1	0.590348105791589	0.0127766905084653	0.086	0.068	1
RGMA	0.590348105791589	0.0127766905084653	0.086	0.068	1
TBL3	0.590348105791589	0.0127766905084653	0.086	0.068	1
GK5	0.826902489199373	0.0127713637061641	0.066	0.061	1
NDUFB3	0.652321135601202	0.0127556590715543	0.325	0.288	1
MAPK1IP1L	0.575759507131324	0.0127143443911439	0.258	0.22	1
ZBTB17	0.463361316504797	0.0126712351224844	0.066	0.045	1
ATP7A	0.463361316504797	0.0126712351224844	0.066	0.045	1
RHBDD3	0.463361316504797	0.0126712351224844	0.066	0.045	1
IDH1	0.643055427489817	0.0126712351224844	0.066	0.053	1
ZNF445	0.643055427489817	0.0126712351224844	0.066	0.053	1
GAB1	0.643055427489817	0.0126712351224844	0.066	0.053	1
INTS1	0.643055427489817	0.0126712351224844	0.066	0.053	1
WWP1	0.643055427489817	0.0126712351224844	0.066	0.053	1
PPP1R16A	0.643055427489817	0.0126712351224844	0.066	0.053	1
ZNF33A	0.643055427489817	0.0126712351224844	0.066	0.053	1
TTLL12	0.643055427489817	0.0126712351224844	0.066	0.053	1
PCDHGC3	0.643055427489817	0.0126712351224844	0.066	0.053	1
SCAMP2	0.779805014283793	0.0126026136336309	0.172	0.159	1
RAD50	0.706414666622277	0.0125836846308503	0.113	0.098	1
MED1	0.410694273127396	0.0125131044546649	0.079	0.053	1
EHD3	0.606026036279182	0.0125056399159959	0.06	0.045	1
PML	0.56462301140103	0.012456627425332	0.192	0.159	1
FLNB	0.523617719720219	0.0124313519796233	0.126	0.098	1
MTF1	0.42237510661736	0.0124037182728089	0.06	0.038	1
BORCS6	0.42237510661736	0.0124037182728089	0.06	0.038	1
GMEB1	0.667050036574039	0.0123952651828237	0.04	0.03	1
THAP1	0.554853822940516	0.0123244647462917	0.106	0.083	1
ZMYM6	0.426505809202067	0.0122914087301573	0.04	0.023	1
BTN2A2	0.426505809202067	0.0122914087301573	0.04	0.023	1
OTUD6B	0.426505809202067	0.0122914087301573	0.04	0.023	1
XPO4	0.426505809202067	0.0122914087301573	0.04	0.023	1
GANC	0.426505809202067	0.0122914087301573	0.04	0.023	1
CLCN7	0.426505809202067	0.0122914087301573	0.04	0.023	1
HSD11B1L	0.426505809202067	0.0122914087301573	0.04	0.023	1
CARD8	0.426505809202067	0.0122914087301573	0.04	0.023	1
ZNF550	0.426505809202067	0.0122914087301573	0.04	0.023	1
ZNF324	0.426505809202067	0.0122914087301573	0.04	0.023	1
PLPPR4	0.426505809202067	0.0122914087301573	0.04	0.023	1
NOMO2	0.426505809202067	0.0122914087301573	0.04	0.023	1
SGTB	0.756975771386578	0.0122819163645424	0.02	0.015	1
AL118516.1	0.355514608705773	0.0122659575143613	0.053	0.03	1
ABCB7	0.594778527611205	0.0122148146316125	0.086	0.068	1
DPM1	0.594778527611205	0.0122148146316125	0.086	0.068	1
GALE	0.384970725373765	0.0121760570483451	0.02	0.008	1
