	p_val	avg_logFC	pct.1	pct.2	p_val_adj
PSTK	0.322885839933508	0.00948944606660577	0.017	0.008	1
CAPRIN2	0.322885839933508	0.00948944606660577	0.017	0.008	1
PRICKLE1	0.322885839933508	0.00948944606660577	0.017	0.008	1
C12orf66	0.322885839933508	0.00948944606660577	0.017	0.008	1
ZWILCH	0.322885839933508	0.00948944606660577	0.017	0.008	1
GAS8	0.322885839933508	0.00948944606660577	0.017	0.008	1
ABHD15	0.322885839933508	0.00948944606660577	0.017	0.008	1
GPRC5C	0.322885839933508	0.00948944606660577	0.017	0.008	1
AC008764.8	0.322885839933508	0.00948944606660577	0.017	0.008	1
CEBPA-DT	0.322885839933508	0.00948944606660577	0.017	0.008	1
ZNF529-AS1	0.322885839933508	0.00948944606660577	0.017	0.008	1
ZNF134	0.322885839933508	0.00948944606660577	0.017	0.008	1
THAP7-AS1	0.322885839933508	0.00948944606660577	0.017	0.008	1
PCDH12	0.322885839933508	0.00948944606660577	0.017	0.008	1
RTEL1	0.322885839933508	0.00948944606660577	0.017	0.008	1
AL049869.3	0.322885839933508	0.00948944606660577	0.017	0.008	1
APOC2	0.322896527424615	0.019226621344464	0.017	0.008	1
GALT	0.322949092893924	0.00746710093755758	0.091	0.066	1
DYRK2	0.323074074133093	0.0139847699328633	0.038	0.023	1
ERCC4	0.323074074133093	0.0139847699328633	0.038	0.023	1
ZBTB38	0.32313124351852	-0.0236278043972218	0.101	0.129	1
FRAT2	0.323347464028587	-0.016748481113814	0.077	0.102	1
CDCA4	0.323519109877518	0.0101896989643117	0.038	0.023	1
STEAP4	0.32355099313232	-0.0260641378356992	0.024	0.039	1
ATP6V1E1	0.323571132352855	-0.06436781799412	0.195	0.223	1
CST6	0.323582641635006	0.0124469343590852	0.017	0.008	1
EXOSC10	0.324323958140257	0.0183171169616233	0.094	0.07	1
EBNA1BP2	0.324401697681059	-0.0170758189011115	0.08	0.105	1
RAMMET	0.324412149844314	-0.0132725460484905	0.129	0.16	1
HSBP1	0.324516894353271	0.0318777388980228	0.683	0.656	1
TNFSF9	0.324844356551572	-0.0179736623416265	0.024	0.039	1
KIFC2	0.324844356551572	-0.0217119844522337	0.024	0.039	1
ZNF358	0.324844356551572	-0.0217119844522337	0.024	0.039	1
NSD1	0.324864477295112	0.0480538889650292	0.223	0.191	1
KHDRBS2	0.324957486604365	0.00903977603747097	0.017	0.008	1
SIRPD	0.32564740461847	0.00518620672148099	0.017	0.008	1
IWS1	0.325696945161732	0.0260525864148638	0.146	0.117	1
NAA30	0.326207169835651	-0.0183163954510955	0.024	0.039	1
SH3BP5-AS1	0.326334474624922	0.00562096928868544	0.017	0.008	1
AC109454.2	0.326334474624922	0.00562096928868544	0.017	0.008	1
KRBA1	0.326334474624922	0.00562096928868544	0.017	0.008	1
LETM2	0.326334474624922	0.00562096928868544	0.017	0.008	1
CAPS	0.326334474624922	0.00562096928868544	0.017	0.008	1
ZNF8	0.326334474624922	0.00562096928868544	0.017	0.008	1
ZNF169	0.326334474624922	0.00562096928868544	0.017	0.008	1
BID	0.326486971360178	-0.0831064004241974	0.578	0.59	1
TIMM23	0.326518330641656	0.0223467486807075	0.111	0.086	1
DDX46	0.326761970041775	0.000404176495902908	0.334	0.285	1
SASH1	0.326858763802098	-0.0220294951708879	0.115	0.145	1
SLC2A8	0.326909163579337	0.0229931041399408	0.052	0.035	1
REC8	0.327679894640845	0.0243251260158478	0.066	0.047	1
TBCCD1	0.327964919849133	-0.0142213127230761	0.024	0.039	1
UGDH	0.327964919849133	-0.0142213127230761	0.024	0.039	1
KIAA1586	0.327964919849133	-0.0142213127230761	0.024	0.039	1
MAK16	0.327964919849133	-0.0142213127230761	0.024	0.039	1
ACYP1	0.327964919849133	-0.0142213127230761	0.024	0.039	1
RBBP9	0.327964919849133	-0.0142213127230761	0.024	0.039	1
AC020911.2	0.327964919849133	-0.0142213127230761	0.024	0.039	1
SRRD	0.327964919849133	-0.0142213127230761	0.024	0.039	1
RAVER1	0.327964919849133	-0.0142213127230761	0.024	0.039	1
NEDD9	0.328142580319778	-0.00500067399086032	0.244	0.199	1
STARD3NL	0.328528087356853	-0.0342620636065223	0.195	0.23	1
ARNT	0.328665033288983	0.0262196568354345	0.129	0.102	1
SSFA2	0.328836618823622	0.0260144293987379	0.216	0.18	1
COG4	0.329008685306892	0.029998718326375	0.098	0.074	1
AC091729.3	0.329127680088955	0.0187457365071132	0.028	0.016	1
ZBTB37	0.329127819864786	0.022107084209818	0.028	0.016	1
IFT88	0.329299144749276	0.0215559957962819	0.066	0.047	1
PPP1R9B	0.32981113278687	-0.040633766579215	0.181	0.215	1
S100A11	0.329826776077753	-0.073000965138823	1	0.996	1
DHCR7	0.330206479878927	0.0249572960534491	0.028	0.016	1
MAIP1	0.330320159221058	0.0196982082430883	0.052	0.035	1
RARS2	0.330320159221058	0.0196982082430883	0.052	0.035	1
MRPL39	0.330320159221058	0.0196982082430883	0.052	0.035	1
PLXND1	0.330462347063491	-0.00436758859482053	0.237	0.191	1
MRPL23	0.330519490889218	0.0384844379488785	0.22	0.188	1
DLST	0.330523220727354	0.028084075178525	0.115	0.09	1
PDXDC1	0.330576777651744	-0.010358683015043	0.08	0.105	1
WBP4	0.330665637810876	0.0140763953681482	0.139	0.109	1
LIN7A	0.330692261994685	0.00683961207902956	0.038	0.023	1
IBA57	0.330692361577965	0.00305888923912351	0.038	0.023	1
VWA5A	0.330692361577965	0.00305888923912351	0.038	0.023	1
RNF170	0.331257611575943	0.015373052028474	0.028	0.016	1
CBWD3	0.331257611575943	0.015373052028474	0.028	0.016	1
ABHD17B	0.331257611575943	0.015373052028474	0.028	0.016	1
ZNF10	0.331257611575943	0.015373052028474	0.028	0.016	1
STAT1	0.331411815478939	-0.1077473707339	0.362	0.379	1
DENND5A	0.331919325215295	-0.0492181547601723	0.23	0.262	1
SHARPIN	0.332129994022661	0.0221293810024255	0.181	0.148	1
ZBED5	0.332260162835803	0.024196136880072	0.098	0.074	1
JUND	0.332428525397364	-0.0865252071729828	0.662	0.645	1
POLR1A	0.332489685494979	-0.0108257237219379	0.024	0.039	1
PJA1	0.332489685494979	-0.0108257237219379	0.024	0.039	1
SLC9A6	0.332489685494979	-0.0108257237219379	0.024	0.039	1
ZSCAN29	0.332489685494979	-0.0108257237219379	0.024	0.039	1
DERL2	0.332524173941039	-0.0409066063251908	0.125	0.152	1
GADD45A	0.332653363870152	0.0192266213444639	0.052	0.035	1
TUBGCP2	0.332844152066084	-0.0265773183557849	0.244	0.277	1
FNBP1	0.332890830559995	-0.00361497007414846	0.418	0.352	1
MRPL35	0.332934283791832	0.0119273188628524	0.08	0.059	1
BTBD2	0.333033816596149	0.0324658012495772	0.084	0.062	1
EOGT	0.333310104060206	-0.0220407945420779	0.028	0.043	1
TMEM128	0.333345003628187	0.0182933501614654	0.066	0.047	1
GPANK1	0.333345003628187	0.0182933501614654	0.066	0.047	1
TCEA2	0.333345003628187	0.0182933501614654	0.066	0.047	1
PPP1R12B	0.333394826559835	0.0119889540442335	0.028	0.016	1
NOP14-AS1	0.333394826559835	0.0119889540442335	0.028	0.016	1
CNPY4	0.333394826559835	0.0119889540442335	0.028	0.016	1
ZC3HC1	0.333394826559835	0.0119889540442335	0.028	0.016	1
IMMP1L	0.333394826559835	0.0119889540442335	0.028	0.016	1
CCDC77	0.333394826559835	0.0119889540442335	0.028	0.016	1
ALKBH1	0.333394826559835	0.0119889540442335	0.028	0.016	1
INTS14	0.333394826559835	0.0119889540442335	0.028	0.016	1
FBXO31	0.333394826559835	0.0119889540442335	0.028	0.016	1
HAUS5	0.333394826559835	0.0119889540442335	0.028	0.016	1
ZNF227	0.333394826559835	0.0119889540442335	0.028	0.016	1
COL18A1	0.333394826559835	0.0119889540442335	0.028	0.016	1
RYR1	0.333394826559835	0.0119889540442335	0.028	0.016	1
CHST13	0.333394826559835	0.0119889540442335	0.028	0.016	1
LIN52	0.333605953729259	-0.0162225869287234	0.007	0.016	1
ZNF254	0.333605953729259	-0.0162225869287234	0.007	0.016	1
DYNC2H1	0.333606230024488	-0.0200321153453911	0.007	0.016	1
HACL1	0.333752648497775	0.0163924201085888	0.052	0.035	1
PMS2	0.333752648497775	0.0163924201085888	0.052	0.035	1
NUPR1	0.333971111842357	0.153518492522119	0.028	0.016	1
TRPM7	0.334030142469419	0.0316491413430212	0.118	0.094	1
CXXC1	0.334030237347386	0.0347308078804293	0.118	0.094	1
ETFRF1	0.334139794341983	0.0206145466193121	0.066	0.047	1
SNUPN	0.334194940917219	0.00775759399569924	0.108	0.082	1
XIST	0.334304342497089	-0.0104721398002856	0.334	0.281	1
METTL5	0.334467597980222	0.0285685151858929	0.153	0.125	1
SPG11	0.334690612540841	0.0176579935718374	0.226	0.191	1
ZBED1	0.335000300839064	-0.0480553857388581	0.087	0.109	1
RBMX2	0.335041793114529	-0.00859588425483519	0.087	0.113	1
TCEA3	0.335118684881455	-0.0123984904903199	0.007	0.016	1
MIR4458HG	0.335118684881455	-0.0123984904903199	0.007	0.016	1
PDGFRB	0.335118684881455	-0.0123984904903199	0.007	0.016	1
PM20D2	0.335118684881455	-0.0123984904903199	0.007	0.016	1
STXBP5-AS1	0.335118684881455	-0.0123984904903199	0.007	0.016	1
MCM4	0.335118684881455	-0.0123984904903199	0.007	0.016	1
ENTPD1-AS1	0.335118684881455	-0.0123984904903199	0.007	0.016	1
AC017002.3	0.335118684881455	-0.0123984904903199	0.007	0.016	1
TMPRSS13	0.335118684881455	-0.0123984904903199	0.007	0.016	1
PEAK3	0.335118684881455	-0.0123984904903199	0.007	0.016	1
S100A3	0.335118684881455	-0.0162225869287234	0.007	0.016	1
FAM92A	0.335118684881455	-0.0162225869287234	0.007	0.016	1
SAPCD2	0.335118684881455	-0.0200321153453911	0.007	0.016	1
ABAT	0.335154364186749	-0.0297473832519956	0.031	0.047	1
BRI3	0.335545206845896	-0.0179607621952096	0.801	0.77	1
ZNF717	0.335566979910893	0.0115342757213083	0.028	0.016	1
KIF3A	0.335566979910893	0.0115342757213083	0.028	0.016	1
C16orf86	0.335566979910893	0.0115342757213083	0.028	0.016	1
UQCC1	0.335566979910893	0.0115342757213083	0.028	0.016	1
ASB8	0.335706839563116	0.0201254978094811	0.098	0.074	1
BTAF1	0.335967190857421	0.0329254657026258	0.157	0.129	1
FAM3C	0.336209413081448	0.0428808122423536	0.125	0.102	1
SASS6	0.33663418615006	-0.00855971418315426	0.007	0.016	1
LCLAT1	0.33663418615006	-0.00855971418315426	0.007	0.016	1
ANKRD36	0.33663418615006	-0.00855971418315426	0.007	0.016	1
AC109826.1	0.33663418615006	-0.00855971418315426	0.007	0.016	1
SFMBT1	0.33663418615006	-0.00855971418315426	0.007	0.016	1
OXCT1	0.33663418615006	-0.00855971418315426	0.007	0.016	1
SMN1	0.33663418615006	-0.00855971418315426	0.007	0.016	1
NAPEPLD	0.33663418615006	-0.00855971418315426	0.007	0.016	1
ZXDB	0.33663418615006	-0.00855971418315426	0.007	0.016	1
WDR34	0.33663418615006	-0.00855971418315426	0.007	0.016	1
C11orf80	0.33663418615006	-0.00855971418315426	0.007	0.016	1
RHOBTB1	0.33663418615006	-0.00855971418315426	0.007	0.016	1
BICD1	0.33663418615006	-0.00855971418315426	0.007	0.016	1
PCED1B	0.33663418615006	-0.00855971418315426	0.007	0.016	1
UNG	0.33663418615006	-0.00855971418315426	0.007	0.016	1
INTS6-AS1	0.33663418615006	-0.00855971418315426	0.007	0.016	1
AC093525.6	0.33663418615006	-0.00855971418315426	0.007	0.016	1
DDX28	0.33663418615006	-0.00855971418315426	0.007	0.016	1
FAM57A	0.33663418615006	-0.00855971418315426	0.007	0.016	1
TRIM16	0.33663418615006	-0.00855971418315426	0.007	0.016	1
ZNF653	0.33663418615006	-0.00855971418315426	0.007	0.016	1
ZNF181	0.33663418615006	-0.00855971418315426	0.007	0.016	1
PPP5D1	0.33663418615006	-0.00855971418315426	0.007	0.016	1
ZNF784	0.33663418615006	-0.00855971418315426	0.007	0.016	1
ZNF584	0.33663418615006	-0.00855971418315426	0.007	0.016	1
AP003469.4	0.33663418615006	-0.00855971418315426	0.007	0.016	1
AL136162.1	0.33663418615006	-0.00855971418315426	0.007	0.016	1
AC138035.1	0.33663418615006	-0.00855971418315426	0.007	0.016	1
CD1B	0.33663418615006	-0.00855971418315426	0.007	0.016	1
EIF4G2	0.336648771779039	-0.0865048830024625	0.753	0.75	1
C5orf22	0.336748718346589	-0.0183163954510955	0.028	0.043	1
EDC3	0.336748718346589	-0.0183163954510955	0.028	0.043	1
TLR8	0.336790663797503	0.0321357701212323	0.101	0.078	1
ADAM10	0.336875396981009	0.0175934346348856	0.369	0.32	1
RABL3	0.337052626344756	-0.00744162573769737	0.024	0.039	1
DYNC1H1	0.337237007879031	0.00751052790426321	0.47	0.395	1
GMCL1	0.337390796833109	0.0314688962091518	0.084	0.062	1
TPD52	0.337402571649302	-0.0127683520606359	0.007	0.016	1
ANGPTL4	0.337402571649302	-0.0127683520606359	0.007	0.016	1
AL022316.1	0.337402571649302	-0.0127683520606359	0.007	0.016	1
TAF5L	0.337641083884626	-0.0223672759543731	0.028	0.043	1
DPCD	0.337723779681164	0.00815017773706777	0.028	0.016	1
LOH12CR2	0.337723779681164	0.00432608129866433	0.028	0.016	1
DPP3	0.337862853236785	0.0260963529640972	0.084	0.062	1
LINC00937	0.337900038970953	-0.0102354113858523	0.136	0.168	1
NDUFS5	0.338103492589148	-0.0612888235810619	0.655	0.668	1
TIGAR	0.338816401959356	0.0324548919008105	0.157	0.129	1
SRSF1	0.338890319426615	0.0140380245913271	0.216	0.18	1
SLC27A3	0.339055845434913	0.00930918468711794	0.178	0.145	1
AGGF1	0.339079791058643	-0.0392287448397016	0.105	0.129	1
RPL27	0.33920122937054	0.0325635985634007	0.969	0.945	1
CGRRF1	0.339577584631113	0.0126259373131119	0.052	0.035	1
ZNF644	0.339624027254656	-0.0352362478043656	0.157	0.188	1
MDK	0.339690890811791	-0.00166313512409374	0.007	0.016	1
HACE1	0.339690890811791	-0.00510547931506674	0.007	0.016	1
C8orf58	0.339690890811791	-0.00510547931506674	0.007	0.016	1
YPEL4	0.339690890811791	-0.00510547931506674	0.007	0.016	1
WDR4	0.339690890811791	-0.00510547931506674	0.007	0.016	1
CCL8	0.339696135342194	-0.0272933942904288	0.007	0.016	1
MAFB	0.339986856067871	0.0661978945356242	0.617	0.617	1
APOOL	0.340208561131492	-0.0145780733404883	0.028	0.043	1
ZDHHC21	0.340208561131492	-0.0145780733404883	0.028	0.043	1
FAAP100	0.340208561131492	-0.0145780733404883	0.028	0.043	1
FAM219A	0.341546480114449	-0.014932297466855	0.028	0.043	1
RAB29	0.341548281338097	-0.0380774058921744	0.118	0.145	1
PTP4A1	0.3415644651276	-0.0708196593403199	0.237	0.262	1
SBDS	0.341894481142928	0.036706188542532	0.226	0.195	1
HPCAL1	0.342547378421737	0.0206706649166976	0.303	0.258	1
RBM12B	0.342585214622078	-0.0223672759543731	0.031	0.047	1
KMT2B	0.342585214622078	-0.0223672759543731	0.031	0.047	1
AC004854.2	0.342585214622078	-0.0223672759543731	0.031	0.047	1
RPF1	0.342735633216891	0.0228963502334264	0.084	0.062	1
USP8	0.342829446508551	0.0371468515780347	0.244	0.211	1
GOLGA7	0.343442129185974	0.0196246312999668	0.223	0.188	1
ATAD2B	0.343528403452852	-0.0404349227136031	0.111	0.137	1
GABBR1	0.343841110775811	0.0283313883373832	0.136	0.109	1
NDUFAF2	0.344086368724164	0.0116894542067195	0.111	0.086	1
MRPL34	0.344212124114995	0.0129986585110116	0.178	0.145	1
BICD2	0.344311285303597	0.023412479277142	0.171	0.141	1
GNG10	0.344700339656479	0.00563045582965549	0.303	0.258	1
LYSMD3	0.344860923150409	0.0339870369275846	0.07	0.051	1
ASPHD2	0.345039504381421	-0.0111939753562478	0.028	0.043	1
TMX4	0.34508772742775	0.0285781837008573	0.188	0.156	1
SLC4A7	0.34530978541421	-0.0419047414714928	0.094	0.117	1
LIG3	0.345465113886302	0.00887358769456149	0.052	0.035	1
CRISPLD2	0.345574606955329	-0.0309231623410075	0.031	0.047	1
SIRT2	0.34575139651133	0.0285781837008573	0.195	0.164	1
TRMT2A	0.345888259663527	0.0187703128720243	0.084	0.062	1
LAMTOR5	0.346239263550646	0.0281374192822995	0.422	0.379	1
NLK	0.346337582793408	-0.0186566965578374	0.031	0.047	1
WDR83	0.346337582793408	-0.0186566965578374	0.031	0.047	1
TMEM260	0.346337582793408	-0.0223672759543731	0.031	0.047	1
SULT1C2	0.346827412798782	0.0103987072208985	0.003	0	1
SLC35G1	0.346827412798782	0.00694447235281099	0.003	0	1
RNASEH2B-AS1	0.346827412798782	0.00694447235281099	0.003	0	1
SNURF	0.346827412798782	0.00694447235281099	0.003	0	1
CDK5R1	0.346827412798782	0.00694447235281099	0.003	0	1
TIMP3	0.346827412798782	0.00694447235281099	0.003	0	1
AC022400.6	0.346827412798782	0.00694447235281099	0.003	0	1
LINC02391	0.346827412798782	0.00694447235281099	0.003	0	1
MIR34AHG	0.346827412798782	0.00347826437632479	0.003	0	1
PIK3CD-AS2	0.346827412798782	0.00347826437632479	0.003	0	1
RIMS3	0.346827412798782	0.00347826437632479	0.003	0	1
CDC20	0.346827412798782	0.00347826437632479	0.003	0	1
BEND5	0.346827412798782	0.00347826437632479	0.003	0	1
CNN3	0.346827412798782	0.00347826437632479	0.003	0	1
KCNA3	0.346827412798782	0.00347826437632479	0.003	0	1
AL355816.2	0.346827412798782	0.00347826437632479	0.003	0	1
WNT2B	0.346827412798782	0.00347826437632479	0.003	0	1
OTUD7B	0.346827412798782	0.00347826437632479	0.003	0	1
SHE	0.346827412798782	0.00347826437632479	0.003	0	1
FMO4	0.346827412798782	0.00347826437632479	0.003	0	1
RGS13	0.346827412798782	0.00347826437632479	0.003	0	1
RTKN	0.346827412798782	0.00347826437632479	0.003	0	1
RGPD5	0.346827412798782	0.00347826437632479	0.003	0	1
FZD7	0.346827412798782	0.00347826437632479	0.003	0	1
CD28	0.346827412798782	0.00347826437632479	0.003	0	1
IKZF2	0.346827412798782	0.00347826437632479	0.003	0	1
CMTM8	0.346827412798782	0.00347826437632479	0.003	0	1
ALS2CL	0.346827412798782	0.00347826437632479	0.003	0	1
TIGIT	0.346827412798782	0.00347826437632479	0.003	0	1
PLS1	0.346827412798782	0.00347826437632479	0.003	0	1
PCOLCE2	0.346827412798782	0.00347826437632479	0.003	0	1
AC026304.1	0.346827412798782	0.00347826437632479	0.003	0	1
RARRES1	0.346827412798782	0.00347826437632479	0.003	0	1
LRRC34	0.346827412798782	0.00347826437632479	0.003	0	1
CXCL13	0.346827412798782	0.00347826437632479	0.003	0	1
CCNA2	0.346827412798782	0.00347826437632479	0.003	0	1
SH3D19	0.346827412798782	0.00347826437632479	0.003	0	1
CRHBP	0.346827412798782	0.00347826437632479	0.003	0	1
ZBED3-AS1	0.346827412798782	0.00347826437632479	0.003	0	1
ALDH7A1	0.346827412798782	0.00347826437632479	0.003	0	1
SH3RF2	0.346827412798782	0.00347826437632479	0.003	0	1
DBN1	0.346827412798782	0.00347826437632479	0.003	0	1
AL357054.4	0.346827412798782	0.00347826437632479	0.003	0	1
HIST1H2AG	0.346827412798782	0.00347826437632479	0.003	0	1
FAM229B	0.346827412798782	0.00347826437632479	0.003	0	1
EPM2A	0.346827412798782	0.00347826437632479	0.003	0	1
MACC1	0.346827412798782	0.00347826437632479	0.003	0	1
AEBP1	0.346827412798782	0.00347826437632479	0.003	0	1
GNG11	0.346827412798782	0.00347826437632479	0.003	0	1
ACTR3C	0.346827412798782	0.00347826437632479	0.003	0	1
ZNF775	0.346827412798782	0.00347826437632479	0.003	0	1
BEX2	0.346827412798782	0.00347826437632479	0.003	0	1
TMSB15B	0.346827412798782	0.00347826437632479	0.003	0	1
MTUS1	0.346827412798782	0.00347826437632479	0.003	0	1
EPHX2	0.346827412798782	0.00347826437632479	0.003	0	1
ESCO2	0.346827412798782	0.00347826437632479	0.003	0	1
PKIA	0.346827412798782	0.00347826437632479	0.003	0	1
FAM83H	0.346827412798782	0.00347826437632479	0.003	0	1
BNC2	0.346827412798782	0.00347826437632479	0.003	0	1
AL162231.2	0.346827412798782	0.00347826437632479	0.003	0	1
CCL19	0.346827412798782	0.00347826437632479	0.003	0	1
FAM95B1	0.346827412798782	0.00347826437632479	0.003	0	1
C9orf3	0.346827412798782	0.00347826437632479	0.003	0	1
ZFP37	0.346827412798782	0.00347826437632479	0.003	0	1
PTGDS	0.346827412798782	0.00347826437632479	0.003	0	1
RNF208	0.346827412798782	0.00347826437632479	0.003	0	1
PNPLA7	0.346827412798782	0.00347826437632479	0.003	0	1
KIF18A	0.346827412798782	0.00347826437632479	0.003	0	1
DEPDC7	0.346827412798782	0.00347826437632479	0.003	0	1
KLC2	0.346827412798782	0.00347826437632479	0.003	0	1
AP003392.4	0.346827412798782	0.00347826437632479	0.003	0	1
ZWINT	0.346827412798782	0.00347826437632479	0.003	0	1
ANK3	0.346827412798782	0.00347826437632479	0.003	0	1
SPOCK2	0.346827412798782	0.00347826437632479	0.003	0	1
LINC00865	0.346827412798782	0.00347826437632479	0.003	0	1
RBP4	0.346827412798782	0.00347826437632479	0.003	0	1
SYCE1	0.346827412798782	0.00347826437632479	0.003	0	1
LINC02446	0.346827412798782	0.00347826437632479	0.003	0	1
BCL2L14	0.346827412798782	0.00347826437632479	0.003	0	1
POC1B-AS1	0.346827412798782	0.00347826437632479	0.003	0	1
WDR66	0.346827412798782	0.00347826437632479	0.003	0	1
ABCB9	0.346827412798782	0.00347826437632479	0.003	0	1
CBLN3	0.346827412798782	0.00347826437632479	0.003	0	1
ARHGAP5-AS1	0.346827412798782	0.00347826437632479	0.003	0	1
L2HGDH	0.346827412798782	0.00347826437632479	0.003	0	1
IGHG2	0.346827412798782	0.00347826437632479	0.003	0	1
ARHGAP11A	0.346827412798782	0.00347826437632479	0.003	0	1
KIF23	0.346827412798782	0.00347826437632479	0.003	0	1
AC002310.1	0.346827412798782	0.00347826437632479	0.003	0	1
LINC02132	0.346827412798782	0.00347826437632479	0.003	0	1
TLCD1	0.346827412798782	0.00347826437632479	0.003	0	1
SLFN12L	0.346827412798782	0.00347826437632479	0.003	0	1
PEX12	0.346827412798782	0.00347826437632479	0.003	0	1
DUSP14	0.346827412798782	0.00347826437632479	0.003	0	1
AC006449.2	0.346827412798782	0.00347826437632479	0.003	0	1
KRT23	0.346827412798782	0.00347826437632479	0.003	0	1
P3H4	0.346827412798782	0.00347826437632479	0.003	0	1
FKBP10	0.346827412798782	0.00347826437632479	0.003	0	1
RAMP2	0.346827412798782	0.00347826437632479	0.003	0	1
AC003102.1	0.346827412798782	0.00347826437632479	0.003	0	1
RNF43	0.346827412798782	0.00347826437632479	0.003	0	1
SMIM6	0.346827412798782	0.00347826437632479	0.003	0	1
RAB40B	0.346827412798782	0.00347826437632479	0.003	0	1
TYMS	0.346827412798782	0.00347826437632479	0.003	0	1
GAPLINC	0.346827412798782	0.00347826437632479	0.003	0	1
DSG2	0.346827412798782	0.00347826437632479	0.003	0	1
DTNA	0.346827412798782	0.00347826437632479	0.003	0	1
SOX12	0.346827412798782	0.00347826437632479	0.003	0	1
FAM83D	0.346827412798782	0.00347826437632479	0.003	0	1
EYA2	0.346827412798782	0.00347826437632479	0.003	0	1
ANGPTL6	0.346827412798782	0.00347826437632479	0.003	0	1
SPC24	0.346827412798782	0.00347826437632479	0.003	0	1
AC008736.1	0.346827412798782	0.00347826437632479	0.003	0	1
COX7A1	0.346827412798782	0.00347826437632479	0.003	0	1
ZNF829	0.346827412798782	0.00347826437632479	0.003	0	1
ZNF571	0.346827412798782	0.00347826437632479	0.003	0	1
ZNF607	0.346827412798782	0.00347826437632479	0.003	0	1
PINLYP	0.346827412798782	0.00347826437632479	0.003	0	1
ZNF283	0.346827412798782	0.00347826437632479	0.003	0	1
BCAM	0.346827412798782	0.00347826437632479	0.003	0	1
ZNF432	0.346827412798782	0.00347826437632479	0.003	0	1
ZNF528	0.346827412798782	0.00347826437632479	0.003	0	1
ZFP28	0.346827412798782	0.00347826437632479	0.003	0	1
ZNF773	0.346827412798782	0.00347826437632479	0.003	0	1
TTC28	0.346827412798782	0.00347826437632479	0.003	0	1
WBP2NL	0.346827412798782	0.00347826437632479	0.003	0	1
BACE2	0.346827412798782	0.00347826437632479	0.003	0	1
RAD54L	0.346827412798782	0.00347826437632479	0.003	0	1
AC007038.2	0.346827412798782	0.00347826437632479	0.003	0	1
CLDN1	0.346827412798782	0.00347826437632479	0.003	0	1
PLK4	0.346827412798782	0.00347826437632479	0.003	0	1
POLR3G	0.346827412798782	0.00347826437632479	0.003	0	1
AC009126.1	0.346827412798782	0.00347826437632479	0.003	0	1
HIST1H3C	0.346827412798782	0.00347826437632479	0.003	0	1
HIST1H2BF	0.346827412798782	0.00347826437632479	0.003	0	1
HIST1H2AH	0.346827412798782	0.00347826437632479	0.003	0	1
ATP6V0E2-AS1	0.346827412798782	0.00347826437632479	0.003	0	1
RAD54B	0.346827412798782	0.00347826437632479	0.003	0	1
SAA1	0.346827412798782	0.00347826437632479	0.003	0	1
CYP2E1	0.346827412798782	0.00347826437632479	0.003	0	1
FOXM1	0.346827412798782	0.00347826437632479	0.003	0	1
DLGAP5	0.346827412798782	0.00347826437632479	0.003	0	1
AC091057.6	0.346827412798782	0.00347826437632479	0.003	0	1
SKA1	0.346827412798782	0.00347826437632479	0.003	0	1
WDR62	0.346827412798782	0.00347826437632479	0.003	0	1
DMC1	0.346827412798782	0.00347826437632479	0.003	0	1
IL19	0.346827412798782	0.00347826437632479	0.003	0	1
CAMP	0.346827412798782	0.00347826437632479	0.003	0	1
HIST1H4A	0.346827412798782	0.00347826437632479	0.003	0	1
GPR85	0.346827412798782	0.00347826437632479	0.003	0	1
AC123768.3	0.346827412798782	0.00347826437632479	0.003	0	1
AC145285.6	0.346827412798782	0.00347826437632479	0.003	0	1
ZMYND10	0.346827412798782	0.00347826437632479	0.003	0	1
CYP51A1-AS1	0.346827412798782	0.00347826437632479	0.003	0	1
UXT-AS1	0.346827412798782	0.00347826437632479	0.003	0	1
AC037459.2	0.346827412798782	0.00347826437632479	0.003	0	1
ACOT1	0.346827412798782	0.00347826437632479	0.003	0	1
CAMK1G	0.346827412798782	0.00347826437632479	0.003	0	1
BX088651.4	0.346827412798782	0.00347826437632479	0.003	0	1
AC023632.2	0.346827412798782	0.00347826437632479	0.003	0	1
AC105285.1	0.346827412798782	0.00347826437632479	0.003	0	1
AC004988.1	0.346827412798782	0.00347826437632479	0.003	0	1
AC124947.1	0.346827412798782	0.00347826437632479	0.003	0	1
PMFBP1	0.346827412798782	0.00347826437632479	0.003	0	1
AC092718.6	0.346827412798782	0.00347826437632479	0.003	0	1
AC024575.1	0.346827412798782	0.00347826437632479	0.003	0	1
HOMER3-AS1	0.346827412798782	0.00347826437632479	0.003	0	1
AC110995.1	0.346827412798782	0.00347826437632479	0.003	0	1
AL033527.2	0.346827412798782	0.00347826437632479	0.003	0	1
TSGA10IP	0.346827412798782	0.00347826437632479	0.003	0	1
AC105052.3	0.346827412798782	0.00347826437632479	0.003	0	1
P2RY12	0.346827412798782	0.00347826437632479	0.003	0	1
AL645941.2	0.346827412798782	0.00347826437632479	0.003	0	1
AC096667.1	0.347296514217268	-0.0385587971220984	0.129	0.156	1
IFI35	0.347375751478449	-0.00139266585827164	0.279	0.234	1
MAP3K13	0.347501091637325	-0.0397159142889861	0.105	0.129	1
ATP2A2	0.347608856006226	-0.0216459407973538	0.15	0.18	1
TRAPPC12	0.348262273366311	0.0271457124434114	0.118	0.094	1
MVB12A	0.348379639311777	0.0398459085471996	0.167	0.141	1
