	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
RPS12	2.09194917670643e-26	0.39423995529446	1	1	2.78061884567819e-22	Dendritic cells	RPS12
RPL35	2.39025037022448e-26	0.414625583559183	0.995	0.983	3.17712079210239e-22	Dendritic cells	RPL35
EEF1G	3.70118524409257e-26	0.509487109745304	0.965	0.861	4.91961542644785e-22	Dendritic cells	EEF1G
RPL10A	7.60351469585177e-25	0.497397782619502	0.98	0.942	1.01065917337262e-20	Dendritic cells	RPL10A
RPL14	1.24307590782233e-24	0.400490464626066	1	0.994	1.65229649667745e-20	Dendritic cells	RPL14
RPL8	1.9973437338146e-24	0.405370769512361	0.995	0.998	2.65486929098636e-20	Dendritic cells	RPL8
RPS16	3.13744982971832e-24	0.394005578378915	1	0.992	4.17029831366159e-20	Dendritic cells	RPS16
EEF1B2	3.42943875860379e-24	0.541782903347631	0.975	0.931	4.55840999793616e-20	Dendritic cells	EEF1B2
PPIA	2.3354990950696e-23	0.360150762491438	0.995	0.985	3.10434539716651e-19	Dendritic cells	PPIA
RPS15	3.64070784864785e-23	0.365939608043485	1	0.999	4.83922887242272e-19	Dendritic cells	RPS15
RPS2	3.73868915839051e-23	0.405500501027276	1	0.994	4.96946562933266e-19	Dendritic cells	RPS2
RPL17	9.41331497585105e-23	0.400490796683689	0.995	0.988	1.25121782659012e-18	Dendritic cells	RPL17
RPL26	6.43068670311597e-22	0.403217916151259	1	0.998	8.54766876578175e-18	Dendritic cells	RPL26
ACTB	8.20275628089759e-22	0.550297926198383	1	1	1.09031036485691e-17	Dendritic cells	ACTB
CNN2	1.88209956746202e-21	0.527094244623303	0.677	0.381	2.50168674507051e-17	Dendritic cells	CNN2
HNRNPA1	2.96686709043141e-21	0.409533376730045	0.97	0.874	3.94355973660143e-17	Dendritic cells	HNRNPA1
RPL6	3.27247046992605e-21	0.374921010992183	1	0.999	4.34976774862571e-17	Dendritic cells	RPL6
RPS29	4.76193600616174e-21	0.461683023180249	0.985	0.962	6.32956533939019e-17	Dendritic cells	RPS29
HLA-DRB11	4.89349509432343e-21	0.597717241399151	0.99	0.989	6.5044336793747e-17	Dendritic cells	HLA-DRB1
SUB1	1.23226895857041e-20	0.443951450323808	0.97	0.802	1.63793189973179e-16	Dendritic cells	SUB1
RPL11	1.87512553808301e-20	0.338733638185842	1	0.999	2.49241686521993e-16	Dendritic cells	RPL11
RPL24	4.0922132136124e-20	0.373415635098139	0.995	0.987	5.4393698035336e-16	Dendritic cells	RPL24
RPS19	8.19900016625219e-20	0.354890639087875	1	1	1.08981110209824e-15	Dendritic cells	RPS19
CLEC10A	1.13016308558121e-19	0.699744013399493	0.384	0.133	1.50221277335455e-15	Dendritic cells	CLEC10A
EIF3L	1.32023557094621e-19	0.391770530310909	0.899	0.627	1.7548571209017e-15	Dendritic cells	EIF3L
HINT1	1.6014201314205e-19	0.450057321566516	0.939	0.784	2.12860763868413e-15	Dendritic cells	HINT1
RPL22	2.79949110978818e-19	0.352580176398527	1	0.997	3.72108358313045e-15	Dendritic cells	RPL22
RPL29	3.25999875844753e-19	0.333401321388737	1	0.999	4.33319034972846e-15	Dendritic cells	RPL29
RPL31	6.39154338187693e-19	0.371804977199126	0.985	0.903	8.49563946319082e-15	Dendritic cells	RPL31
RPLP2	1.95661032580054e-18	0.310957291123762	1	0.998	2.60072644505408e-14	Dendritic cells	RPLP2
HMGN1	2.36766791135725e-18	0.377258112455462	0.793	0.528	3.14710418777606e-14	Dendritic cells	HMGN1
RPL21	6.90639282615339e-18	0.358435446775988	0.995	0.989	9.17997734452308e-14	Dendritic cells	RPL21
RPL9	1.20529440358697e-17	0.334001928518304	1	0.987	1.6020773212478e-13	Dendritic cells	RPL9
RPL30	1.65172238344216e-17	0.305188668934852	1	1	2.19546939207132e-13	Dendritic cells	RPL30
RPS24	1.76210003728925e-17	0.318016687129675	1	1	2.34218336956488e-13	Dendritic cells	RPS24
SEPT6	5.13534403174831e-17	0.354247393067099	0.434	0.177	6.82589928699986e-13	Dendritic cells	SEPT6
RPL28	7.8861995481276e-17	0.274790052171797	0.995	1	1.04823364393712e-12	Dendritic cells	RPL28
TMSB10	1.19874572684354e-16	0.368117921469787	0.995	1	1.59337282012044e-12	Dendritic cells	TMSB10
RPS13	1.57902612491168e-16	0.314341910614667	1	1	2.0988415252326e-12	Dendritic cells	RPS13
PABPC1	2.11882730667763e-16	0.323383693832382	1	0.982	2.81634525603591e-12	Dendritic cells	PABPC1
RACK1	2.13059575784689e-16	0.339156608098383	0.99	0.99	2.83198788133008e-12	Dendritic cells	RACK1
SPINT2	3.62862708657012e-16	0.441216408586296	0.556	0.292	4.823171123469e-12	Dendritic cells	SPINT2
RPL36	3.09538215550352e-15	0.30216112677965	1	0.998	4.11438196109528e-11	Dendritic cells	RPL36
GPR183	1.49516214259481e-14	0.740292743932617	0.48	0.24	1.98736951993703e-10	Dendritic cells	GPR183
GSN1	3.68714733225189e-14	0.442649547855609	0.682	0.403	4.90095623402922e-10	Dendritic cells	GSN
C12orf45	5.19571177661608e-14	0.260745459932097	0.263	0.08	6.90614009347809e-10	Dendritic cells	C12orf45
RPL34	7.87710916968953e-14	0.299036164741089	1	0.999	1.04702535083513e-09	Dendritic cells	RPL34
RPS11	9.06412328476211e-14	0.331114622249916	0.97	0.926	1.20480326701058e-09	Dendritic cells	RPS11
PLD4	1.66023867821153e-13	0.435794086585872	0.308	0.11	2.20678925107877e-09	Dendritic cells	PLD4
RPL27	2.43639715456853e-13	0.291336650792997	0.995	0.964	3.23845909785249e-09	Dendritic cells	RPL27
RGS1	3.26413018373753e-13	0.578782690482335	0.434	0.201	4.33868184022392e-09	Dendritic cells	RGS1
CFL1	5.13042654770996e-13	0.310919437916773	1	0.997	6.81936296721608e-09	Dendritic cells	CFL1
RPL12	5.78096715322216e-13	0.250938299841529	1	0.999	7.6840615400629e-09	Dendritic cells	RPL12
BTF3	8.78398183877362e-13	0.277073139990893	0.985	0.947	1.16756686600979e-08	Dendritic cells	BTF3
TMSB4X	9.1946938928888e-13	0.398645235347459	1	1	1.22215871224278e-08	Dendritic cells	TMSB4X
NPM1	9.4908941085035e-13	0.374746242069948	0.924	0.798	1.26152964490229e-08	Dendritic cells	NPM1
UBA52	1.2749131993015e-12	0.250191366322615	1	0.99	1.69461462451156e-08	Dendritic cells	UBA52
LGALS2	1.3838308848954e-12	0.529564972817861	0.53	0.295	1.83938801220296e-08	Dendritic cells	LGALS2
HLA-DMA1	5.32807034577916e-12	0.296474957299035	0.939	0.798	7.08207110360966e-08	Dendritic cells	HLA-DMA
TAGLN2	1.28954873438348e-11	0.339224205705454	0.909	0.773	1.71406817774252e-07	Dendritic cells	TAGLN2
FBL	1.80083710180551e-11	0.262222336446049	0.399	0.187	2.39367267571988e-07	Dendritic cells	FBL
RPL36A	2.02349026865614e-11	0.370072369129344	0.929	0.848	2.68962326509774e-07	Dendritic cells	RPL36A
GDI2	3.53692938464348e-11	0.314315389615039	0.894	0.733	4.70128653806811e-07	Dendritic cells	GDI2
EIF3F	3.72954258720046e-11	0.278562001207114	0.859	0.688	4.95730800690685e-07	Dendritic cells	EIF3F
EEF2	5.15801903231421e-11	0.317286113964264	0.965	0.924	6.85603889775204e-07	Dendritic cells	EEF2
HLA-DRB5	7.05271908022018e-11	0.5139884524403	0.949	0.854	9.37447420142867e-07	Dendritic cells	HLA-DRB5
RPS9	7.08738643971928e-11	0.270787869482684	1	0.996	9.42055405567486e-07	Dendritic cells	RPS9
NME2	9.48708007073905e-11	0.28943813171625	0.949	0.919	1.26102268300263e-06	Dendritic cells	NME2
ACTR3	1.46811662039146e-10	0.268268540691659	0.919	0.767	1.95142061182433e-06	Dendritic cells	ACTR3
CCDC50	1.57263199217716e-10	0.294280742478008	0.293	0.12	2.09034244400188e-06	Dendritic cells	CCDC50
SRSF7	2.05985546303143e-10	0.406978732919387	0.5	0.306	2.73795988146138e-06	Dendritic cells	SRSF7
RPL41	3.08455932988348e-10	0.322777898826386	1	0.993	4.09999626128113e-06	Dendritic cells	RPL41
LTB	5.44490164570421e-10	0.550740568400104	0.278	0.119	7.23736326747003e-06	Dendritic cells	LTB
TUBA1B1	1.5088897299357e-09	0.304887814195841	0.914	0.802	2.00561622903054e-05	Dendritic cells	TUBA1B
PARK7	4.81570171101185e-09	0.332718933043222	0.783	0.677	6.40103071427695e-05	Dendritic cells	PARK7
RPL27A	8.28069794009236e-09	0.25175180169467	0.934	0.83	0.000110067037019708	Dendritic cells	RPL27A
GABARAPL2	1.17563020468563e-08	0.316757351623918	0.621	0.442	0.000156264766806814	Dendritic cells	GABARAPL2
ETV3	1.41093638038382e-08	0.267482308695883	0.328	0.159	0.000187541663680618	Dendritic cells	ETV3
APEX1	3.12102447925898e-08	0.256795913695659	0.389	0.214	0.000414846573783103	Dendritic cells	APEX1
SEC61B	6.90842446431462e-08	0.412945207906433	0.904	0.818	0.000918267779796699	Dendritic cells	SEC61B
MYL12A	1.93484112372676e-07	0.28846978419003	0.939	0.892	0.0025717908216576	Dendritic cells	MYL12A
ALDH2	4.79242952785466e-07	0.355187040927736	0.545	0.411	0.00637009732842441	Dendritic cells	ALDH2
HSPA8	1.34505564427575e-06	0.271345095166275	0.965	0.916	0.0178784796237133	Dendritic cells	HSPA8
GRSF1	1.48726682314149e-06	0.268268540691659	0.338	0.192	0.0197687506131967	Dendritic cells	GRSF1
PEA15	3.02271240556357e-06	0.342504574998387	0.465	0.328	0.0401778932947509	Dendritic cells	PEA15
BHLHE40	9.20086413135244e-06	0.289059010788267	0.434	0.288	0.122297886033937	Dendritic cells	BHLHE40
ALOX5AP	1.13978727946932e-05	0.306117643640251	0.318	0.182	0.151500525187063	Dendritic cells	ALOX5AP
CST3	2.68478516961193e-05	0.524060028967376	0.965	0.997	0.356861644744818	Dendritic cells	CST3
MARCKSL11	3.35712858579037e-05	0.348835585377825	0.404	0.267	0.446229531623256	Dendritic cells	MARCKSL1
HLA-DQA2	3.54993089793001e-05	0.314664518809815	0.283	0.168	0.471856814952857	Dendritic cells	HLA-DQA2
CDK2AP2	6.4453647495674e-05	0.254312356277149	0.399	0.279	0.856717882512498	Dendritic cells	CDK2AP2
PLAC8	6.69647741575841e-05	0.385997318399589	0.283	0.174	0.890095778102608	Dendritic cells	PLAC8
TXN	0.000144858986165624	0.979472040166497	0.818	0.719	1	Dendritic cells	TXN
SYNGR2	0.000312995769105526	0.268710913693256	0.864	0.785	1	Dendritic cells	SYNGR2
CXCR4	0.000455129284740061	0.284765184224929	0.343	0.236	1	Dendritic cells	CXCR4
HERPUD1	0.000458968967182163	0.355981208734812	0.692	0.621	1	Dendritic cells	HERPUD1
SNX3	0.00118519017374384	0.375742381078064	0.838	0.803	1	Dendritic cells	SNX3
CD40	0.00159388913439832	0.259850174530754	0.258	0.174	1	Dendritic cells	CD40
CDKN1A1	0.00513014948974521	0.277981884243542	0.783	0.728	1	Dendritic cells	CDKN1A
