	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
SLC25A61	1.9661323601877e-15	0.328713487332234	0.88	0.776	3.47789153193603e-11	Myofibroblasts	SLC25A6
TPI11	4.72398670487397e-15	0.357209646469287	0.788	0.642	8.35626008225157e-11	Myofibroblasts	TPI1
STMN1	8.91663540236447e-15	0.308331238914159	0.314	0.148	1.57726363632425e-10	Myofibroblasts	STMN1
AP2S11	1.13192484071628e-14	0.284347662988134	0.519	0.332	2.00226185074303e-10	Myofibroblasts	AP2S1
HMGN3	1.24329230737773e-14	0.255722015082067	0.527	0.338	2.19925976252047e-10	Myofibroblasts	HMGN3
SEC61G	1.37191188250046e-14	0.320792945416948	0.643	0.506	2.42677492895507e-10	Myofibroblasts	SEC61G
RPS111	1.58303959557161e-14	0.261925368313969	0.936	0.809	2.80023874060663e-10	Myofibroblasts	RPS11
PHLDA11	2.10364076426842e-14	0.325902372492296	0.392	0.21	3.7211301479144e-10	Myofibroblasts	PHLDA1
RPL13A	2.36307011641731e-14	0.285419953293094	0.922	0.83	4.18003472893058e-10	Myofibroblasts	RPL13A
MORF4L1	2.49886764846937e-14	0.279112726002642	0.664	0.516	4.42024698337746e-10	Myofibroblasts	MORF4L1
HMGN2	3.67297229193448e-14	0.334388617432707	0.749	0.602	6.49712068720291e-10	Myofibroblasts	HMGN2
RPL41	3.98058599088634e-14	0.333870417201593	0.996	0.984	7.04125855927884e-10	Myofibroblasts	RPL41
RPL81	4.03690138877101e-14	0.250198246182645	0.996	0.995	7.14087486659704e-10	Myofibroblasts	RPL8
RPL14	6.12284384683568e-14	0.265381981080313	0.993	0.984	1.08306984806676e-09	Myofibroblasts	RPL14
RPL7A	1.00134663784801e-13	0.336870362960075	1	0.995	1.77128206768935e-09	Myofibroblasts	RPL7A
YBX11	1.24095443168069e-13	0.286709760692795	0.876	0.757	2.19512429419997e-09	Myofibroblasts	YBX1
SH3BGRL1	1.25092044232293e-13	0.286533592866466	0.587	0.431	2.21275317042504e-09	Myofibroblasts	SH3BGRL
SLC25A3	1.73230028878175e-13	0.287176092314101	0.724	0.617	3.06426598082603e-09	Myofibroblasts	SLC25A3
ROMO1	2.23780444982775e-13	0.259516916216463	0.622	0.459	3.9584522913003e-09	Myofibroblasts	ROMO1
P4HB	4.02718790106471e-13	0.317904679295404	0.569	0.416	7.12369267819337e-09	Myofibroblasts	P4HB
ATP5MC3	4.15023508388879e-13	0.265232375382336	0.668	0.537	7.34135083989087e-09	Myofibroblasts	ATP5MC3
CCNI	4.40449560162463e-13	0.31448163725648	0.88	0.788	7.7911122697138e-09	Myofibroblasts	CCNI
TMSB101	4.75377742662086e-13	0.441221720809505	0.993	0.976	8.40895688994964e-09	Myofibroblasts	TMSB10
DAD1	5.07242776477578e-13	0.272314946349	0.608	0.477	8.97261747311187e-09	Myofibroblasts	DAD1
ALDOA1	5.88048630485739e-13	0.377587104030841	0.784	0.65	1.04019922246622e-08	Myofibroblasts	ALDOA
EIF3L	7.89252058732881e-13	0.280455790625309	0.629	0.48	1.39610796669259e-08	Myofibroblasts	EIF3L
RPL36A	9.84328114555018e-13	0.362493849403007	0.908	0.76	1.74117800183637e-08	Myofibroblasts	RPL36A
C4orf3	1.51823253802165e-12	0.251807440301512	0.636	0.486	2.68560153650649e-08	Myofibroblasts	C4orf3
RPL35A1	2.12278819459532e-12	0.257217131161119	1	0.99	3.75500003741967e-08	Myofibroblasts	RPL35A
EEF1G1	2.30879801013606e-12	0.314598880521494	0.912	0.831	4.08403280012968e-08	Myofibroblasts	EEF1G
RPL311	3.10653056702805e-12	0.285116613907241	0.915	0.827	5.49514192001591e-08	Myofibroblasts	RPL31
ANXA21	7.60437252438275e-12	0.291564646681582	0.541	0.367	1.34513745583806e-07	Myofibroblasts	ANXA2
RPL10A1	8.79949042564893e-12	0.306348024276366	0.979	0.939	1.55654186139304e-07	Myofibroblasts	RPL10A
TUBA1A	8.80613795612901e-12	0.345473557791296	0.569	0.429	1.55771774305966e-07	Myofibroblasts	TUBA1A
PGAM1	1.7187143965781e-11	0.252780474582124	0.611	0.442	3.04023389610699e-07	Myofibroblasts	PGAM1
TUBA1B1	2.50624551566656e-11	0.386773751269024	0.633	0.505	4.43329769266258e-07	Myofibroblasts	TUBA1B
RPS51	4.71610847973302e-11	0.264237955990097	0.982	0.976	8.34232428979974e-07	Myofibroblasts	RPS5
MZT2B	5.94769151233858e-11	0.250475976777584	0.562	0.407	1.05208715161757e-06	Myofibroblasts	MZT2B
NACA	6.83393948969678e-11	0.25395795729274	0.993	0.97	1.20885555633246e-06	Myofibroblasts	NACA
ATP5MD	7.11483432671407e-11	0.266926865347259	0.661	0.56	1.25854304405245e-06	Myofibroblasts	ATP5MD
RPL4	8.54595292216765e-11	0.307704244468183	0.929	0.9	1.51169361240224e-06	Myofibroblasts	RPL4
RPL361	1.47339745051323e-10	0.260401696084662	0.996	0.988	2.60629275021285e-06	Myofibroblasts	RPL36
RPS27L	1.59262803886394e-10	0.298786701375261	0.608	0.474	2.81719973794642e-06	Myofibroblasts	RPS27L
HNRNPA1	1.64420966040867e-10	0.262633894932153	0.929	0.857	2.9084424682969e-06	Myofibroblasts	HNRNPA1
BST2	1.93990538378314e-10	0.349149766202357	0.537	0.418	3.431498633374e-06	Myofibroblasts	BST2
RPL322	3.03371850410826e-10	0.251351717978891	1	0.996	5.3663446619171e-06	Myofibroblasts	RPL32
LY6E	4.13855862025978e-10	0.300803491283855	0.636	0.495	7.32069634337752e-06	Myofibroblasts	LY6E
C4orf481	7.90034285886729e-10	0.267892248575963	0.445	0.313	1.39749164830503e-05	Myofibroblasts	C4orf48
ITM2B1	1.155896787441e-09	0.343524218526515	0.883	0.755	2.04466582730438e-05	Myofibroblasts	ITM2B
RPL371	1.64997937842363e-09	0.266115814587379	1	0.99	2.91864852249355e-05	Myofibroblasts	RPL37
HMGB1	2.38298771981089e-09	0.253527403221495	0.915	0.802	4.21526697757348e-05	Myofibroblasts	HMGB1
MT-CYB	4.37848360664222e-09	0.266786036195775	0.986	0.985	7.74509965178942e-05	Myofibroblasts	MT-CYB
CCDC85B	6.9354339232979e-09	0.280755273744774	0.481	0.363	0.000122680890669217	Myofibroblasts	CCDC85B
FLNA	1.21589191915723e-08	0.380522386935571	0.59	0.477	0.000215079121579722	Myofibroblasts	FLNA
CEBPD1	3.60058757976717e-08	0.279936898511583	0.283	0.161	0.000636907936985014	Myofibroblasts	CEBPD
MT2A1	2.74056199222923e-07	0.575660803528081	0.555	0.475	0.00484778010805429	Myofibroblasts	MT2A
MYH9	6.60937744179564e-07	0.350772164207527	0.671	0.573	0.0116913277567923	Myofibroblasts	MYH9
CYTOR	1.26059281665716e-06	0.306582808629123	0.445	0.345	0.0222986263338486	Myofibroblasts	CYTOR
IFI61	4.28415094761378e-06	0.255226188280735	0.336	0.223	0.0757823461123402	Myofibroblasts	IFI6
S100A61	2.25577335898397e-05	0.720436531739151	0.753	0.771	0.399023749470675	Myofibroblasts	S100A6
SPARCL11	0	2.80686210262543	0.888	0.021	0	Endothelial cells	SPARCL1
VWF	0	2.73442439691128	0.829	0.001	0	Endothelial cells	VWF
HSPG21	0	2.44163842521038	0.862	0.018	0	Endothelial cells	HSPG2
SPARC1	0	2.42656727815123	0.875	0.034	0	Endothelial cells	SPARC
PLVAP	0	2.36851759993946	0.592	0.004	0	Endothelial cells	PLVAP
MGP1	0	2.36189483242728	0.829	0.027	0	Endothelial cells	MGP
IFI271	0	2.34763929793881	0.895	0.048	0	Endothelial cells	IFI27
COL4A11	0	2.3296063180078	0.763	0.023	0	Endothelial cells	COL4A1
GNG111	0	2.28225317360442	0.908	0.025	0	Endothelial cells	GNG11
COL4A21	0	2.22829772572524	0.711	0.025	0	Endothelial cells	COL4A2
A2M1	0	2.07044578438358	0.862	0.05	0	Endothelial cells	A2M
RAMP2	0	1.89491713700032	0.855	0.005	0	Endothelial cells	RAMP2
CRIP21	0	1.88522775588768	0.875	0.043	0	Endothelial cells	CRIP2
RNASE1	0	1.83538169501514	0.875	0.031	0	Endothelial cells	RNASE1
EGFL7	0	1.80246320808693	0.895	0.008	0	Endothelial cells	EGFL7
CAV11	0	1.66168341277312	0.809	0.033	0	Endothelial cells	CAV1
COL15A11	0	1.66061613544751	0.704	0.015	0	Endothelial cells	COL15A1
CD34	0	1.64659789657294	0.855	0.004	0	Endothelial cells	CD34
CD93	0	1.63561941301474	0.763	0.043	0	Endothelial cells	CD93
TM4SF1	0	1.61989493906891	0.816	0.009	0	Endothelial cells	TM4SF1
CAVIN11	0	1.60981120289623	0.868	0.029	0	Endothelial cells	CAVIN1
IGFBP41	0	1.58269717476195	0.888	0.061	0	Endothelial cells	IGFBP4
CLDN5	0	1.54290217782934	0.678	0.002	0	Endothelial cells	CLDN5
BCAM	0	1.42391053222485	0.816	0.006	0	Endothelial cells	BCAM
ESAM	0	1.41395579798298	0.849	0.008	0	Endothelial cells	ESAM
CCL14	0	1.41242611072406	0.447	0.002	0	Endothelial cells	CCL14
AQP1	0	1.37797216438105	0.632	0.001	0	Endothelial cells	AQP1
MCAM1	0	1.34197073263123	0.612	0.017	0	Endothelial cells	MCAM
CDH5	0	1.33516333588843	0.796	0	0	Endothelial cells	CDH5
SLC9A3R21	0	1.31733176282665	0.737	0.02	0	Endothelial cells	SLC9A3R2
CLEC14A	0	1.30470973355484	0.783	0.002	0	Endothelial cells	CLEC14A
S100A131	0	1.30398877914675	0.796	0.033	0	Endothelial cells	S100A13
TIMP31	0	1.27895424840544	0.638	0.019	0	Endothelial cells	TIMP3
CALCRL	0	1.25434395485865	0.704	0.014	0	Endothelial cells	CALCRL
NPDC1	0	1.24711982997736	0.789	0.042	0	Endothelial cells	NPDC1
ESM1	0	1.24591577894157	0.283	0.001	0	Endothelial cells	ESM1
EPAS11	0	1.20426901358603	0.776	0.043	0	Endothelial cells	EPAS1
INSR	0	1.188279673093	0.592	0.01	0	Endothelial cells	INSR
RAMP3	0	1.17786008374017	0.546	0.001	0	Endothelial cells	RAMP3
SOX18	0	1.17110674952879	0.684	0.001	0	Endothelial cells	SOX18
VWA1	0	1.13084785149035	0.632	0.002	0	Endothelial cells	VWA1
ECSCR	0	1.12379286246989	0.783	0.001	0	Endothelial cells	ECSCR
FLT1	0	1.11207192933991	0.618	0.016	0	Endothelial cells	FLT1
FSCN1	0	1.10381920073681	0.658	0.031	0	Endothelial cells	FSCN1
ADGRF5	0	1.08054676271058	0.724	0.007	0	Endothelial cells	ADGRF5
APLN	0	1.07682425967707	0.276	0.001	0	Endothelial cells	APLN
LAMA41	0	1.07631379672337	0.586	0.02	0	Endothelial cells	LAMA4
PODXL	0	1.0747169184663	0.678	0.002	0	Endothelial cells	PODXL
ADGRL4	0	1.07286925781507	0.671	0.001	0	Endothelial cells	ADGRL4
SERPINH11	0	1.06206551563101	0.75	0.041	0	Endothelial cells	SERPINH1
EMP1	0	1.05162247557955	0.658	0.027	0	Endothelial cells	EMP1
HYAL2	0	1.05108945930994	0.645	0.02	0	Endothelial cells	HYAL2
KDR	0	1.03950715255484	0.645	0	0	Endothelial cells	KDR
ROBO4	0	1.03338886064529	0.704	0.001	0	Endothelial cells	ROBO4
S100A16	0	0.994824677220757	0.671	0.014	0	Endothelial cells	S100A16
NRP11	0	0.967363153814645	0.711	0.035	0	Endothelial cells	NRP1
ARHGAP29	0	0.963205362503493	0.704	0.007	0	Endothelial cells	ARHGAP29
APLNR	0	0.947678477774056	0.467	0.002	0	Endothelial cells	APLNR
TM4SF18	0	0.946983783657695	0.618	0	0	Endothelial cells	TM4SF18
TIE1	0	0.943413059768565	0.684	0.004	0	Endothelial cells	TIE1
CALD11	0	0.941193386503316	0.737	0.032	0	Endothelial cells	CALD1
CLEC3B	0	0.939383178815929	0.493	0.007	0	Endothelial cells	CLEC3B
PCDH17	0	0.933087314764054	0.513	0.001	0	Endothelial cells	PCDH17
ANGPT2	0	0.927448126188658	0.388	0.007	0	Endothelial cells	ANGPT2
CXorf36	0	0.902912975801828	0.651	0	0	Endothelial cells	CXorf36
NFIB	0	0.899155828322528	0.691	0.008	0	Endothelial cells	NFIB
PLPP3	0	0.896219328736626	0.546	0.012	0	Endothelial cells	PLPP3
GJA1	0	0.888221278097194	0.5	0.004	0	Endothelial cells	GJA1
LAMC11	0	0.883313904773526	0.612	0.021	0	Endothelial cells	LAMC1
UACA1	0	0.877962954653043	0.632	0.027	0	Endothelial cells	UACA
CAVIN31	0	0.877877201978158	0.612	0.026	0	Endothelial cells	CAVIN3
EMCN	0	0.852927924309975	0.612	0.001	0	Endothelial cells	EMCN
LAMB11	0	0.8513724480433	0.559	0.017	0	Endothelial cells	LAMB1
NOTCH4	0	0.832040305813358	0.618	0.01	0	Endothelial cells	NOTCH4
CRIM1	0	0.811408815748887	0.632	0.028	0	Endothelial cells	CRIM1
RAI141	0	0.802872579140417	0.526	0.014	0	Endothelial cells	RAI14
PTPRB	0	0.801457115493053	0.553	0.001	0	Endothelial cells	PTPRB
FAM198B	0	0.787017579884973	0.566	0.018	0	Endothelial cells	FAM198B
TJP11	0	0.784729860124105	0.638	0.016	0	Endothelial cells	TJP1
EFNA1	0	0.783424234870633	0.592	0.003	0	Endothelial cells	EFNA1
PALMD	0	0.777178111419288	0.586	0.001	0	Endothelial cells	PALMD
DEPP1	0	0.776713241856761	0.375	0.006	0	Endothelial cells	DEPP1
CAVIN2	0	0.773701388601136	0.428	0.01	0	Endothelial cells	CAVIN2
LDB2	0	0.769783366770472	0.579	0.019	0	Endothelial cells	LDB2
DYSF	0	0.766249040887097	0.566	0.01	0	Endothelial cells	DYSF
DPYSL31	0	0.766136965468482	0.592	0.011	0	Endothelial cells	DPYSL3
SYNPO	0	0.763259610366311	0.618	0.012	0	Endothelial cells	SYNPO
CYYR1	0	0.761030762548802	0.618	0.002	0	Endothelial cells	CYYR1
WWTR11	0	0.757289443379807	0.592	0.021	0	Endothelial cells	WWTR1
COX7A11	0	0.755642496093101	0.586	0.02	0	Endothelial cells	COX7A1
NDST1	0	0.728013038884159	0.579	0.013	0	Endothelial cells	NDST1
SLCO2A1	0	0.721792657756201	0.375	0.001	0	Endothelial cells	SLCO2A1
TSPAN71	0	0.715793986556745	0.553	0.013	0	Endothelial cells	TSPAN7
MMRN2	0	0.714455533913507	0.592	0.001	0	Endothelial cells	MMRN2
AGRN	0	0.689385293409727	0.513	0.017	0	Endothelial cells	AGRN
ADCY4	0	0.684301120526967	0.539	0.005	0	Endothelial cells	ADCY4
FAM167B	0	0.677783589453604	0.336	0.002	0	Endothelial cells	FAM167B
ERG	0	0.673519313014645	0.618	0.003	0	Endothelial cells	ERG
PLS31	0	0.664981892857875	0.612	0.018	0	Endothelial cells	PLS3
LIMS2	0	0.661386553887085	0.572	0.016	0	Endothelial cells	LIMS2
CAV21	0	0.660170946795733	0.553	0.016	0	Endothelial cells	CAV2
LAMB21	0	0.658100820555094	0.579	0.019	0	Endothelial cells	LAMB2
DOCK6	0	0.656753157482259	0.507	0.006	0	Endothelial cells	DOCK6
JCAD	0	0.655995048580532	0.487	0.003	0	Endothelial cells	JCAD
ACVRL1	0	0.645220405282511	0.526	0.01	0	Endothelial cells	ACVRL1
FZD4	0	0.639682711054156	0.572	0.007	0	Endothelial cells	FZD4
PTPRM	0	0.622990455155864	0.566	0.018	0	Endothelial cells	PTPRM
AFAP1L1	0	0.616966806980339	0.507	0.001	0	Endothelial cells	AFAP1L1
TMEM255B	0	0.61428422635264	0.599	0.009	0	Endothelial cells	TMEM255B
TNS2	0	0.613104903671241	0.579	0.01	0	Endothelial cells	TNS2
DLL4	0	0.601225534267962	0.493	0.002	0	Endothelial cells	DLL4
FKBP91	0	0.599477813779825	0.474	0.012	0	Endothelial cells	FKBP9
MYO1B1	0	0.578870201039143	0.513	0.014	0	Endothelial cells	MYO1B
PCDH12	0	0.561514323463746	0.441	0.002	0	Endothelial cells	PCDH12
PDGFB	0	0.56093958127682	0.454	0.008	0	Endothelial cells	PDGFB
TCIM	0	0.560896490576766	0.388	0.005	0	Endothelial cells	TCIM
ACE	0	0.555841859206728	0.401	0.007	0	Endothelial cells	ACE
NES	0	0.552221062571332	0.428	0.006	0	Endothelial cells	NES
PREX2	0	0.549553523723641	0.487	0.002	0	Endothelial cells	PREX2
PCAT19	0	0.540374845393498	0.467	0	0	Endothelial cells	PCAT19
NOSTRIN	0	0.533228969041987	0.447	0.003	0	Endothelial cells	NOSTRIN
RPS6KA2	0	0.528423670557875	0.513	0.015	0	Endothelial cells	RPS6KA2
RBP5	0	0.523474051341458	0.289	0.001	0	Endothelial cells	RBP5
JAM2	0	0.521095300384979	0.401	0.004	0	Endothelial cells	JAM2
RAPGEF5	0	0.520039891316035	0.428	0.005	0	Endothelial cells	RAPGEF5
GRB10	0	0.517856856731929	0.434	0.003	0	Endothelial cells	GRB10
LYVE1	0	0.516588111710674	0.283	0.001	0	Endothelial cells	LYVE1
ADAMTS9	0	0.513414765136529	0.362	0.003	0	Endothelial cells	ADAMTS9
SHANK3	0	0.509243926798325	0.507	0	0	Endothelial cells	SHANK3
LAMA5	0	0.505927467825015	0.395	0.006	0	Endothelial cells	LAMA5
NUAK1	0	0.50290392405332	0.395	0.005	0	Endothelial cells	NUAK1
INHBB	0	0.501439888963201	0.336	0	0	Endothelial cells	INHBB
ANGPTL2	0	0.496153067238612	0.395	0.004	0	Endothelial cells	ANGPTL2
SMAD1	0	0.494739075702858	0.441	0.01	0	Endothelial cells	SMAD1
MYCT1	0	0.48131848576378	0.474	0	0	Endothelial cells	MYCT1
LIMCH1	0	0.477586982290257	0.395	0.005	0	Endothelial cells	LIMCH1
MALL	0	0.467591728675501	0.342	0.001	0	Endothelial cells	MALL
ARHGEF15	0	0.452583031085234	0.414	0	0	Endothelial cells	ARHGEF15
SEMA3F	0	0.452450501762928	0.368	0	0	Endothelial cells	SEMA3F
FGD5	0	0.449803597094209	0.447	0.003	0	Endothelial cells	FGD5
FILIP1	0	0.44521428671798	0.355	0.003	0	Endothelial cells	FILIP1
RASIP1	0	0.442590426470084	0.408	0.001	0	Endothelial cells	RASIP1
PLXNA2	0	0.439155812789868	0.401	0.005	0	Endothelial cells	PLXNA2
CDH13	0	0.434927476680348	0.336	0.004	0	Endothelial cells	CDH13
RHOJ	0	0.427208343782001	0.414	0.004	0	Endothelial cells	RHOJ
TSPAN18	0	0.4258894303753	0.382	0.005	0	Endothelial cells	TSPAN18
GALNT18	0	0.425833429214534	0.408	0.001	0	Endothelial cells	GALNT18
MAGI1	0	0.424510677698917	0.375	0.002	0	Endothelial cells	MAGI1
BCL6B	0	0.418404660353211	0.368	0	0	Endothelial cells	BCL6B
MECOM	0	0.41313904496542	0.309	0.001	0	Endothelial cells	MECOM
NRN1	0	0.407062048716938	0.382	0.002	0	Endothelial cells	NRN1
SORBS2	0	0.404045077845063	0.375	0.006	0	Endothelial cells	SORBS2
KANK3	0	0.398465145562543	0.382	0.007	0	Endothelial cells	KANK3
SCARF1	0	0.397675775701794	0.408	0.007	0	Endothelial cells	SCARF1
DCHS1	0	0.39604568913614	0.382	0.005	0	Endothelial cells	DCHS1
SOX7	0	0.387235519071088	0.336	0.001	0	Endothelial cells	SOX7
RAPGEF3	0	0.38657339893831	0.362	0.001	0	Endothelial cells	RAPGEF3
SOX17	0	0.386044018301278	0.276	0.001	0	Endothelial cells	SOX17
GPRC5B	0	0.385911716918536	0.329	0.002	0	Endothelial cells	GPRC5B
TSPAN9	0	0.385351541056871	0.375	0.006	0	Endothelial cells	TSPAN9
FLT4	0	0.379983275384297	0.336	0.003	0	Endothelial cells	FLT4
TEK	0	0.378134389984882	0.309	0.001	0	Endothelial cells	TEK
SNCG	0	0.377608290760887	0.349	0.003	0	Endothelial cells	SNCG
APBB2	0	0.374450393399751	0.395	0.008	0	Endothelial cells	APBB2
SHROOM4	0	0.363999076899772	0.362	0.001	0	Endothelial cells	SHROOM4
PDE2A	0	0.349279522481568	0.322	0.002	0	Endothelial cells	PDE2A
ZNF385D	0	0.349015042183808	0.263	0.002	0	Endothelial cells	ZNF385D
MMP15	0	0.345830170657999	0.368	0.001	0	Endothelial cells	MMP15
EPHB4	0	0.343317440380029	0.303	0.003	0	Endothelial cells	EPHB4
HSPA12B	0	0.336749173822028	0.316	0.001	0	Endothelial cells	HSPA12B
ARHGAP23	0	0.316467633146905	0.316	0.002	0	Endothelial cells	ARHGAP23
GPR4	0	0.315806476098028	0.296	0.002	0	Endothelial cells	GPR4
NPR1	0	0.313127546917366	0.283	0.001	0	Endothelial cells	NPR1
SPNS2	0	0.307910935795705	0.289	0.001	0	Endothelial cells	SPNS2
EXOC3L2	0	0.303863118620998	0.289	0	0	Endothelial cells	EXOC3L2
CFI	0	0.297804954787241	0.263	0.001	0	Endothelial cells	CFI
ZNF521	0	0.295425260380258	0.322	0.004	0	Endothelial cells	ZNF521
CASKIN2	0	0.283459839931541	0.289	0.001	0	Endothelial cells	CASKIN2
USHBP1	0	0.27443684570176	0.263	0	0	Endothelial cells	USHBP1
SHE	0	0.253174395272742	0.257	0.001	0	Endothelial cells	SHE
MPDZ	1.0542191989785e-307	0.312638992916571	0.336	0.005	1.86480834107306e-303	Endothelial cells	MPDZ
HECW2	6.37398749713872e-306	0.416910351632307	0.349	0.006	1.12749464836887e-301	Endothelial cells	HECW2
EFNB2	1.96741070201051e-304	0.704185529229732	0.421	0.01	3.4801527907864e-300	Endothelial cells	EFNB2
NOS3	6.35175442747171e-302	0.355722617068482	0.322	0.005	1.12356184067547e-297	Endothelial cells	NOS3
LIFR	9.66162530200181e-302	0.424378498728399	0.27	0.003	1.7090448996711e-297	Endothelial cells	LIFR
PXDN1	2.12859089080354e-298	1.19836813021025	0.52	0.019	3.76526442674238e-294	Endothelial cells	PXDN
ITGB4	3.23506124289877e-298	0.417173890967078	0.322	0.005	5.72249983256363e-294	Endothelial cells	ITGB4
EHD21	1.21888820312535e-297	0.504721441201072	0.487	0.016	2.15609134250843e-293	Endothelial cells	EHD2
TNXB	3.06623715249454e-297	0.37510746681849	0.322	0.005	5.4238668990476e-293	Endothelial cells	TNXB
ID11	1.15423587694573e-296	1.28449567962446	0.658	0.034	2.0417278427293e-292	Endothelial cells	ID1
IGFBP71	1.96652188973372e-296	2.69752940206423	0.921	0.078	3.47858057074998e-292	Endothelial cells	IGFBP7
ADGRL2	1.30996275376829e-295	0.376159683146007	0.349	0.006	2.31719311514073e-291	Endothelial cells	ADGRL2
HTRA11	3.5378301807276e-292	0.824898935133118	0.586	0.026	6.25806780668905e-288	Endothelial cells	HTRA1
EMP21	1.65043222851056e-288	0.53240203279349	0.487	0.016	2.91944956901234e-284	Endothelial cells	EMP2
CHST1	2.51266307308847e-287	0.474598255707425	0.257	0.002	4.4446497099862e-283	Endothelial cells	CHST1
PLLP	5.0460087501142e-282	0.315938672542136	0.257	0.003	8.92588487807701e-278	Endothelial cells	PLLP
CTTN1	1.56038343402072e-276	0.462675435637907	0.454	0.015	2.76016225643925e-272	Endothelial cells	CTTN
CNN31	4.62480047379088e-268	0.669540326902402	0.612	0.031	8.18080955808868e-264	Endothelial cells	CNN3
APP1	1.3505121138609e-265	1.52015654529216	0.842	0.073	2.38892087820855e-261	Endothelial cells	APP
DLC11	5.64009107978186e-261	0.559090610603468	0.52	0.022	9.97675711102613e-257	Endothelial cells	DLC1
BCAR1	1.10760197150265e-259	0.292656088702333	0.316	0.006	1.95923712739103e-255	Endothelial cells	BCAR1
PCDH1	1.52748333842087e-259	0.303682599686184	0.296	0.005	2.70196527733268e-255	Endothelial cells	PCDH1
FSTL11	2.01515556551224e-258	0.734924220912113	0.513	0.022	3.5646086798346e-254	Endothelial cells	FSTL1
RBP7	9.96803618881651e-250	1.12293048189727	0.454	0.017	1.76324592143975e-245	Endothelial cells	RBP7
COL18A11	1.43647232319952e-249	0.936522661759082	0.618	0.035	2.54097589250764e-245	Endothelial cells	COL18A1
TGM2	2.8553046108053e-248	0.781801839720944	0.513	0.023	5.0507483260535e-244	Endothelial cells	TGM2
MYO10	3.15516100207385e-248	0.430751298446579	0.388	0.012	5.58116429656844e-244	Endothelial cells	MYO10
SELENON	7.41274303882389e-248	0.662116438082277	0.605	0.035	1.31124011613756e-243	Endothelial cells	SELENON
ACKR3	1.32365936709738e-246	0.343185366154122	0.257	0.004	2.34142105445856e-242	Endothelial cells	ACKR3
PTPN14	7.81066108437723e-244	0.273609649010836	0.296	0.006	1.38162783921549e-239	Endothelial cells	PTPN14
TINAGL11	9.12509949085485e-244	0.50666806125167	0.382	0.011	1.61413884893731e-239	Endothelial cells	TINAGL1
PPFIBP11	7.32428974581157e-238	0.623388405979701	0.539	0.028	1.29559361313661e-233	Endothelial cells	PPFIBP1
PKP4	7.57134286016609e-238	0.513911849555521	0.454	0.019	1.33929483853478e-233	Endothelial cells	PKP4
DOCK9	1.67275166501132e-236	0.635203713548075	0.572	0.032	2.95893042023852e-232	Endothelial cells	DOCK9
SPRY4	2.30470155717622e-235	0.366755902324232	0.296	0.006	4.07678658448902e-231	Endothelial cells	SPRY4
DOCK1	1.32754766913347e-234	0.357758211862396	0.355	0.01	2.3482990719302e-230	Endothelial cells	DOCK1
CTDSPL	1.20357243947946e-233	0.312638992916571	0.283	0.005	2.12899928819522e-229	Endothelial cells	CTDSPL
MTUS1	1.70715541623522e-232	0.400770466234643	0.382	0.012	3.01978721577848e-228	Endothelial cells	MTUS1
RASAL2	1.0472509044242e-231	0.314386152657101	0.322	0.008	1.85248212483596e-227	Endothelial cells	RASAL2
IGFBP21	1.40712491451821e-224	0.853648809003224	0.474	0.022	2.48906326129126e-220	Endothelial cells	IGFBP2
GNA11	3.24312974521803e-222	0.262555963576944	0.296	0.007	5.73677220631617e-218	Endothelial cells	GNA11
IGFBP3	3.00959312936037e-221	1.99183880387007	0.48	0.024	5.32366928652557e-217	Endothelial cells	IGFBP3
RBPMS1	1.31674602436631e-219	0.490419643254323	0.441	0.019	2.32919204250156e-215	Endothelial cells	RBPMS
RAB131	1.87450958541517e-219	1.05489667159332	0.711	0.059	3.31582000564089e-215	Endothelial cells	RAB13
ROBO1	2.39740383695747e-219	0.301443547055002	0.283	0.006	4.24076764719407e-215	Endothelial cells	ROBO1
MMP21	1.43145734666755e-218	0.575784755482473	0.414	0.016	2.53210490052022e-214	Endothelial cells	MMP2
ARAP3	2.91909305684755e-218	0.371334007849411	0.408	0.016	5.16358370825764e-214	Endothelial cells	ARAP3
SEMA6B	1.95796558110392e-217	0.479257077792399	0.434	0.019	3.46344531641473e-213	Endothelial cells	SEMA6B
ITGA6	4.34631092443876e-216	0.967706521585835	0.632	0.047	7.68818939423972e-212	Endothelial cells	ITGA6
MGST2	1.57334622982628e-215	0.697540483846002	0.618	0.043	2.7830921459397e-211	Endothelial cells	MGST2
CTGF1	1.88306846835697e-215	0.924329237551083	0.375	0.013	3.33095981367664e-211	Endothelial cells	CTGF
ENG1	3.87951984171591e-213	1.55457436132778	0.789	0.081	6.86248264801127e-209	Endothelial cells	ENG
CTHRC1	4.33239111467831e-212	0.622330578417181	0.395	0.015	7.66356664275446e-208	Endothelial cells	CTHRC1
AFDN	1.06860420807454e-204	0.414357393257976	0.395	0.016	1.89025398366305e-200	Endothelial cells	AFDN
IL3RA	1.24999343371786e-204	0.416504011832878	0.401	0.017	2.21111338490352e-200	Endothelial cells	IL3RA
THY11	5.80660495375461e-204	0.979543734422201	0.461	0.023	1.02713035026965e-199	Endothelial cells	THY1
JAG2	1.06510101117336e-202	0.333911710380223	0.296	0.008	1.88405717866455e-198	Endothelial cells	JAG2
CDC42BPB	2.90549584240379e-200	0.421639025033201	0.434	0.021	5.13953159562807e-196	Endothelial cells	CDC42BPB
