	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
CTNND1	1.77407448656638e-06	0.251155468634053	0.406	0.14	0.0313816035928728	Secretory fibroblasts	CTNND1
MALAT1	1.78435024132348e-06	0.311224242588079	1	0.977	0.0315633714187711	Secretory fibroblasts	MALAT1
SPRY1	1.93602210097538e-06	0.369901982918619	0.594	0.318	0.0342462949441535	Secretory fibroblasts	SPRY1
KRTCAP2	1.94292301316954e-06	0.304965543002694	0.841	0.556	0.0343683651799561	Secretory fibroblasts	KRTCAP2
LSP1	2.0114365736811e-06	0.398901979174402	0.623	0.313	0.0355803015518449	Secretory fibroblasts	LSP1
TSHZ2	2.30026805047285e-06	0.319713855549322	0.377	0.136	0.0406894415448142	Secretory fibroblasts	TSHZ2
SPARCL1	2.92242258767418e-06	0.447081315796007	0.725	0.449	0.0516947331533686	Secretory fibroblasts	SPARCL1
TMEM179B	3.29843998975617e-06	0.269409220279854	0.522	0.238	0.0583461049787969	Secretory fibroblasts	TMEM179B
PIK3R1	3.37323486609034e-06	0.290302298403825	0.362	0.121	0.059669151546272	Secretory fibroblasts	PIK3R1
CD164	3.38156849322665e-06	0.280324635465413	0.609	0.304	0.0598165650766863	Secretory fibroblasts	CD164
RNF167	3.72480968758154e-06	0.269101412301386	0.42	0.154	0.0658881585636299	Secretory fibroblasts	RNF167
NFIB	4.15708615083373e-06	0.311212496914412	0.391	0.15	0.0735346969220979	Secretory fibroblasts	NFIB
NUDC	4.20362074910804e-06	0.273196196528736	0.594	0.29	0.0743578474309722	Secretory fibroblasts	NUDC
SPTBN1	4.23546032402589e-06	0.34483018956578	0.797	0.542	0.074921057671694	Secretory fibroblasts	SPTBN1
CPQ	4.4589909367394e-06	0.285507064531281	0.507	0.224	0.0788750906799833	Secretory fibroblasts	CPQ
OAF	4.4771865088596e-06	0.333897631006893	0.493	0.229	0.0791969521552175	Secretory fibroblasts	OAF
NFIC	4.7724456903069e-06	0.308749536966692	0.667	0.416	0.0844197918158387	Secretory fibroblasts	NFIC
NNMT	5.4315141425005e-06	0.398781118519944	0.464	0.22	0.0960780536666914	Secretory fibroblasts	NNMT
SF1	5.46874040030943e-06	0.299997550844732	0.609	0.304	0.0967365489410734	Secretory fibroblasts	SF1
LGALS3BP	5.64836007284037e-06	0.303804769425622	0.797	0.481	0.0999138413284733	Secretory fibroblasts	LGALS3BP
HSPA1A	7.01557698460893e-06	0.476698566657941	0.638	0.369	0.124098541280747	Secretory fibroblasts	HSPA1A
SFRP4	7.30384953953892e-06	0.451892495654426	0.362	0.126	0.129197794504904	Secretory fibroblasts	SFRP4
FCGRT	7.32732557685568e-06	0.3172504436161	0.71	0.425	0.129613062129	Secretory fibroblasts	FCGRT
NUCB2	7.41044378625899e-06	0.26266231420693	0.435	0.178	0.131083340135135	Secretory fibroblasts	NUCB2
RTN3	7.88943196322025e-06	0.252651003150005	0.449	0.182	0.139556161997403	Secretory fibroblasts	RTN3
DDX17	8.14895538924827e-06	0.313270800384375	0.696	0.416	0.144146871880413	Secretory fibroblasts	DDX17
FUS	9.10681724066093e-06	0.267696766741311	0.797	0.477	0.161090490170051	Secretory fibroblasts	FUS
PLEKHA5	9.1113882666097e-06	0.275682342344305	0.377	0.15	0.161171347048059	Secretory fibroblasts	PLEKHA5
DDOST	9.53526279656764e-06	0.273404566368939	0.522	0.266	0.168669263608485	Secretory fibroblasts	DDOST
RSRP1	9.81498039989359e-06	0.29223038562967	0.493	0.229	0.173617188293718	Secretory fibroblasts	RSRP1
ARL6IP1	1.10301895444744e-05	0.261278238698861	0.435	0.173	0.195113022852207	Secretory fibroblasts	ARL6IP1
PRDX2	1.11907802157979e-05	0.273800696268199	0.71	0.407	0.197953711237249	Secretory fibroblasts	PRDX2
MGLL	1.31583832789663e-05	0.275980499540105	0.435	0.178	0.232758641821635	Secretory fibroblasts	MGLL
TUBA1A	1.46263993193972e-05	0.341002317913878	0.739	0.514	0.258726377560816	Secretory fibroblasts	TUBA1A
IL1R1	1.65942149794718e-05	0.251967906527261	0.377	0.14	0.293535068771877	Secretory fibroblasts	IL1R1
ITM2B	1.74781296149036e-05	0.280290763815423	0.884	0.883	0.309170634758029	Secretory fibroblasts	ITM2B
NFE2L2	1.94254244264796e-05	0.287305348591595	0.507	0.243	0.343616332679997	Secretory fibroblasts	NFE2L2
WASF2	1.96144431998311e-05	0.268807258210846	0.754	0.453	0.346959885761813	Secretory fibroblasts	WASF2
COL6A2	2.03196399857214e-05	0.414451073973468	0.899	0.607	0.359434111707425	Secretory fibroblasts	COL6A2
S100A10	2.04509044326541e-05	0.373426784941414	0.739	0.542	0.361756048509218	Secretory fibroblasts	S100A10
ADH5	2.17695042958619e-05	0.292539325267942	0.594	0.341	0.3850807614895	Secretory fibroblasts	ADH5
OS9	2.42079601867936e-05	0.256875346006601	0.522	0.252	0.428214607744192	Secretory fibroblasts	OS9
SSPN	2.73783648134392e-05	0.286197948740335	0.522	0.266	0.484295895184926	Secretory fibroblasts	SSPN
GRN	3.27824694289377e-05	0.303302976589618	0.594	0.35	0.579889101728479	Secretory fibroblasts	GRN
YBX3	3.37262162962779e-05	0.275503600918829	0.565	0.299	0.59658304006486	Secretory fibroblasts	YBX3
CARHSP1	3.38891397990529e-05	0.286263885715733	0.594	0.318	0.599464993905447	Secretory fibroblasts	CARHSP1
PLP2	3.59679039756909e-05	0.315666515497994	0.42	0.196	0.636236253425996	Secretory fibroblasts	PLP2
LAMA4	4.03842278489699e-05	0.337659178899566	0.71	0.444	0.714356606420429	Secretory fibroblasts	LAMA4
EIF1B	4.34611500153061e-05	0.254502269196711	0.536	0.29	0.768784282620749	Secretory fibroblasts	EIF1B
TMEM98	4.38844136077447e-05	0.25065068767233	0.696	0.369	0.776271392307396	Secretory fibroblasts	TMEM98
OGN	4.45726609616204e-05	0.324864315661243	0.348	0.136	0.788445799750103	Secretory fibroblasts	OGN
TMBIM6	4.56365019998972e-05	0.275331876311104	0.725	0.533	0.807264083876182	Secretory fibroblasts	TMBIM6
FKBP2	4.79323271637122e-05	0.260869835381374	0.667	0.383	0.847874935198906	Secretory fibroblasts	FKBP2
GLG1	5.11967249906785e-05	0.261377930156693	0.551	0.308	0.905618868360111	Secretory fibroblasts	GLG1
IGFBP4	5.59769523044504e-05	0.416359871285765	0.739	0.593	0.990176309313423	Secretory fibroblasts	IGFBP4
SULF1	5.76476697128822e-05	0.301688347356114	0.333	0.126	1	Secretory fibroblasts	SULF1
N4BP2L2	6.49750893625288e-05	0.273575500379151	0.536	0.299	1	Secretory fibroblasts	N4BP2L2
SDF4	8.23644716101011e-05	0.250063751199717	0.609	0.364	1	Secretory fibroblasts	SDF4
PLAT	0.000108877869379216	0.455832055760209	0.478	0.276	1	Secretory fibroblasts	PLAT
SELENOM	0.000131238683161266	0.317865252131804	0.812	0.598	1	Secretory fibroblasts	SELENOM
HSPA5	0.000140989501654144	0.274869129953105	0.609	0.35	1	Secretory fibroblasts	HSPA5
QSOX1	0.000193131711577842	0.315758278571964	0.304	0.131	1	Secretory fibroblasts	QSOX1
EFEMP1	0.000236836850365036	0.367149903735289	0.391	0.201	1	Secretory fibroblasts	EFEMP1
TSC22D3	0.000251265841839425	0.26880920978563	0.536	0.346	1	Secretory fibroblasts	TSC22D3
CTSC	0.000270403343780852	0.366320894844648	0.449	0.234	1	Secretory fibroblasts	CTSC
PTN	0.000276991552272372	0.527582126262498	0.449	0.28	1	Secretory fibroblasts	PTN
HSP90B1	0.000355042568296455	0.266828789620006	0.826	0.603	1	Secretory fibroblasts	HSP90B1
ACSL4	0.000356387834710866	0.262257586513338	0.304	0.131	1	Secretory fibroblasts	ACSL4
RBMS3	0.000406783744731421	0.261127321535911	0.42	0.229	1	Secretory fibroblasts	RBMS3
LAMB1	0.000865795091556513	0.251409376605367	0.609	0.374	1	Secretory fibroblasts	LAMB1
SVIL	0.00107834161065759	0.256044110302364	0.464	0.271	1	Secretory fibroblasts	SVIL
NEAT1	0.0014715269141668	0.276784856698234	0.71	0.542	1	Secretory fibroblasts	NEAT1
S100A4	0.00202595548302905	0.2752220736215	0.768	0.528	1	Secretory fibroblasts	S100A4
IFITM31	0.00224253383480598	0.299528069292949	0.928	0.692	1	Secretory fibroblasts	IFITM3
CCL2	0.00320491275754227	0.372577601637706	0.377	0.21	1	Secretory fibroblasts	CCL2
IGF1	0.00511459977792712	0.252303820899351	0.348	0.187	1	Secretory fibroblasts	IGF1
COL6A1	0.00636430958211448	0.262347498427012	0.754	0.547	1	Secretory fibroblasts	COL6A1
COL12A1	0.00873339514696891	0.275421374263648	0.551	0.421	1	Secretory fibroblasts	COL12A1
CEBPD	0.00929204127047509	0.27737214659623	0.391	0.248	1	Secretory fibroblasts	CEBPD
